teams,playerprofile,birthdate,position,retiredOrNot,retirementDate,lastTransferFee,lastTransferDate,AgeNow,yearSinceRetirement,retirementAge
Denizlispor,Yusuf Simsek,20/07/1975,Attacking Midfield,Retired,01/07/2012,free transfer,01/07/2011,47,10,37
Denizlispor,Baris Bakir,30/06/1984,Left Midfield,Alibeyköy,01/09/2022,free transfer,19/11/2021,38,0,38
Denizlispor,Güven Varol,02/06/1981,Right Midfield,Retired,01/07/2017,free transfer,20/08/2013,41,5,36
Denizlispor,Miikka Multaharju,09/10/1977,Right Midfield,Retired,01/01/2010,free transfer,01/01/2009,45,12,33
Denizlispor,Selim Teber,07/03/1981,Central Midfield,SW Frankenthal,01/08/2018,-,01/07/2017,41,4,37
Denizlispor,Fatih Egedik,02/05/1982,Defensive Midfield,Retired,01/07/2019,-,15/02/2018,40,3,37
Denizlispor,Serhat Gülpinar,01/01/1979,Defensive Midfield,Retired,24/12/2014,free transfer,06/09/2013,43,7,36
Denizlispor,Tomas Abraham,18/04/1979,Defensive Midfield,Retired,24/11/2019,free transfer,01/01/2018,43,3,40
Denizlispor,Bülent Ertugrul,17/09/1978,Defensive Midfield,Retired,01/07/2015,free transfer,16/08/2013,44,7,37
Denizlispor,Mustafa Keceli,15/09/1978,Left-Back,Retired,01/07/2016,free transfer,08/01/2014,44,6,38
Denizlispor,Ismail Konuk,16/01/1988,Centre-Back,Tuzlaspor,07/09/2020,free transfer,09/08/2019,34,2,32
Denizlispor,Volkan Al,05/07/1983,Centre-Back,Fatihspor,01/07/2019,free transfer,01/07/2018,39,3,36
Denizlispor,Ibrahim Celik,12/05/1980,Centre-Back,Retired,28/08/2013,?,05/09/2011,42,9,33
Denizlispor,Radek Dosoudil,20/06/1983,Centre-Back,AFK Libcice,21/02/2022,free transfer,01/07/2021,39,0,39
Denizlispor,Roman Kratochvil,24/06/1974,Centre-Back,Retired,24/07/2021,free transfer,27/07/2018,48,1,47
Denizlispor,Cenk Gönen,21/02/1988,Goalkeeper,Kayserispor,24/08/2021,free transfer,13/08/2020,34,1,33
Denizlispor,Süleyman Kücük,13/02/1978,Goalkeeper,Retired,01/07/2017,-,12/01/2017,44,5,39
Denizlispor,Souleymanou Hamidou,22/11/1973,Goalkeeper,Retired,01/07/2011,free transfer,07/07/2008,49,11,38
Gaziantepspor,Onur Aydin,13/01/1988,Centre-Forward,Caycumaspor,17/11/2021,free transfer,15/04/2021,34,1,33
Gaziantepspor,Veysel Cihan,04/02/1976,Centre-Forward,Retired,01/07/2012,?,05/09/2011,46,10,36
Gaziantepspor,Gökhan Gülec,25/09/1985,Centre-Forward,Retired,01/07/2015,free transfer,26/08/2013,37,7,30
Gaziantepspor,Erdal Kilicaslan,23/08/1984,Left Winger,Retired,30/11/2017,free transfer,27/07/2017,38,4,34
Gaziantepspor,Shingayi Kaondera,31/07/1982,Attacking Midfield,Retired,01/01/2013,free transfer,01/07/2012,40,9,31
Gaziantepspor,Serkan Atak,03/01/1984,Central Midfield,Retired,01/07/2017,-,18/01/2017,38,5,33
Gaziantepspor,Engin Öztonga,10/08/1978,Central Midfield,Retired,01/07/2013,?,26/08/2011,44,9,35
Gaziantepspor,Sedat Agcay,22/09/1981,Defensive Midfield,Retired,04/08/2020,free transfer,04/08/2017,41,2,39
Gaziantepspor,Erdal Günes,29/03/1982,Defensive Midfield,Retired,01/07/2017,free transfer,03/02/2014,40,5,35
Gaziantepspor,Tareq Al Tayeb,28/02/1977,midfield,Retired,01/07/2016,?,01/07/2015,45,6,39
Gaziantepspor,Ekrem Dag,05/12/1980,Right-Back,Retired,01/07/2017,-,01/01/2017,41,5,36
Gaziantepspor,Mehmet Cogum,05/02/1983,Centre-Back,Retired,22/11/2014,-,30/01/2014,39,8,31
Gaziantepspor,Abdelilah Fahmi,03/08/1973,Centre-Back,Retired,01/07/2009,?,01/01/2007,49,13,36
Gaziantepspor,Adem Dursun,26/12/1979,Centre-Back,Retired,01/07/2011,-,15/01/2011,42,11,31
Gaziantepspor,Hasan Yurt,13/06/1978,Centre-Back,Retired,01/07/2009,free transfer,20/07/2008,44,13,31
Gaziantepspor,Ferhat Kaya,11/03/1986,Goalkeeper,Without Club,01/07/2022,-,01/07/2021,36,0,36
Gaziantepspor,Tolgahan Acar,04/06/1986,Goalkeeper,Adana 1954 FK,08/09/2022,free transfer,12/01/2022,36,0,36
Gaziantepspor,Kaya Tarakci,23/04/1981,Goalkeeper,Retired,01/07/2021,-,10/01/2020,41,1,40
Ankaraspor,Emre Aktas,23/09/1986,Centre-Forward,Gebzespor,02/09/2022,free transfer,15/09/2021,36,0,36
Ankaraspor,Ersen Martin,23/05/1979,Centre-Forward,Retired,14/08/2013,free transfer,17/07/2012,43,9,34
Ankaraspor,Tita,20/07/1981,Left Winger,Retired,01/07/2019,free transfer,26/07/2018,41,3,38
Ankaraspor,Özer Hurmaci,20/11/1986,Attacking Midfield,Retired,11/03/2022,-,01/07/2021,36,0,36
Ankaraspor,Erman Özgür,13/04/1977,Attacking Midfield,Retired,01/07/2013,free transfer,23/08/2012,45,9,36
Ankaraspor,Halit Köprülü,20/01/1978,Right Midfield,Retired,01/07/2011,free transfer,31/08/2010,44,11,33
Ankaraspor,Murat Erdogan,01/08/1976,Central Midfield,Retired,24/12/2012,free transfer,01/07/2012,46,9,37
Ankaraspor,Balázs Molnár,01/07/1977,Defensive Midfield,Retired,01/07/2013,-,01/11/2011,45,9,36
Ankaraspor,Anil Abanoz,16/03/1987,Right-Back,Without Club,01/07/2022,-,24/09/2019,35,0,35
Ankaraspor,Hasan Yigit,02/01/1975,Right-Back,Retired,01/07/2011,free transfer,01/09/2010,47,11,36
Ankaraspor,Radoslav Batak,15/08/1977,Centre-Back,Retired,01/01/2013,free transfer,01/01/2012,45,9,36
Ankaraspor,Adam Petrous,19/09/1977,Centre-Back,Retired,01/07/2019,?,09/08/2018,45,3,42
Ankaraspor,Kürsat Duymus,01/02/1979,Centre-Back,Retired,23/01/2013,?,02/09/2011,43,9,34
Ankaraspor,Özgür Bayer,04/04/1979,Centre-Back,Retired,09/07/2013,-,15/01/2013,43,9,34
Ankaraspor,Ramazan Tunc,17/09/1975,Centre-Back,Retired,18/01/2012,?,26/08/2011,47,10,37
Ankaraspor,Dragoslav Jevric,08/07/1974,Goalkeeper,Retired,01/07/2012,free transfer,01/07/2010,48,10,38
Trabzonspor,Ergin Keles,01/01/1987,Centre-Forward,GMG Kastamonu,19/08/2022,free transfer,07/09/2021,35,0,35
Trabzonspor,Fatih Tekke,09/09/1977,Centre-Forward,Retired,22/05/2012,free transfer,05/09/2011,45,10,35
Trabzonspor,Tomas Jun,17/01/1983,Second Striker,Casino Baden,01/07/2022,-,01/07/2019,39,0,39
Trabzonspor,Ibrahima Yattara,03/06/1980,Right Winger,Y. Civril Bld.,23/01/2022,-,01/07/2015,42,0,42
Trabzonspor,Ali Güzeldal,10/04/1986,Left Winger,Retired,11/12/2014,free transfer,18/07/2014,36,7,29
Trabzonspor,Adem Kocak,01/09/1983,Central Midfield,Retired,23/07/2022,free transfer,04/01/2018,39,0,39
Trabzonspor,Miroslaw Szymkowiak,12/11/1976,Central Midfield,Podgórze K.,01/07/2019,-,24/10/2014,46,3,43
Trabzonspor,Aykut Akgün,18/09/1987,Defensive Midfield,Nilüfer Bld. FK,12/09/2022,-,07/02/2022,35,0,35
Trabzonspor,Hasan Ücüncü,16/11/1980,Defensive Midfield,Retired,01/07/2014,-,03/09/2013,42,8,34
Trabzonspor,Hüseyin Cimsir,26/05/1979,Defensive Midfield,Retired,01/07/2013,-,23/08/2012,43,9,34
Trabzonspor,Ferhat Cökmüs,14/02/1985,Right-Back,Donatim,02/01/2020,-,18/10/2017,37,2,35
Trabzonspor,Fatih Akyel,26/12/1977,Right-Back,Retired,01/07/2010,free transfer,01/02/2010,44,12,32
Trabzonspor,Tayfun Cora,05/12/1983,Centre-Back,Retired,15/07/2015,-,30/12/2014,38,7,31
Trabzonspor,Erdinc Yavuz,04/10/1978,Centre-Back,Retired,28/01/2015,free transfer,25/08/2014,44,7,37
Trabzonspor,Hasan Sönmez,27/09/1976,Goalkeeper,Retired,01/07/2012,-,17/02/2011,46,10,36
Trabzonspor,Jefferson,02/01/1983,Goalkeeper,Retired,03/12/2018,free transfer,01/07/2009,39,3,36
Galatasaray,Özgür Can Özcan,10/04/1988,Centre-Forward,Nevsehir Bld,02/09/2022,?,14/01/2022,34,0,34
Galatasaray,Hakan Sükür,01/09/1971,Centre-Forward,Retired,01/07/2008,free transfer,08/07/2003,51,14,37
Galatasaray,Marek Heinz,04/08/1977,Centre-Forward,Retired,01/07/2016,?,01/07/2015,45,6,39
Galatasaray,Ümit Karan,01/10/1976,Centre-Forward,Retired,17/08/2011,free transfer,13/07/2009,46,11,35
Galatasaray,Necati Ates,03/01/1980,Centre-Forward,Retired,09/09/2016,free transfer,21/08/2015,42,6,36
Galatasaray,Aydin Yilmaz,29/01/1988,Right Winger,Without Club,01/07/2022,free transfer,25/08/2021,34,0,34
Galatasaray,Hasan Sas,01/08/1976,Right Winger,Retired,01/07/2009,€5.00m,23/07/1998,46,13,33
Galatasaray,Volkan Arslan,29/08/1978,Central Midfield,Retired,03/01/2012,free transfer,11/08/2011,44,10,34
Galatasaray,Ayhan Akman,23/02/1977,Central Midfield,Retired,01/07/2012,€500Th.,16/07/2001,45,10,35
Galatasaray,Sasa Ilic,30/12/1977,Central Midfield,Retired,01/07/2019,free transfer,01/01/2010,44,3,41
Galatasaray,Mehmet Güven,30/07/1987,Defensive Midfield,Kavakliderespor,22/09/2022,End of loan,30/06/2022,35,0,35
Galatasaray,Cihan Haspolatli,04/01/1980,Defensive Midfield,Retired,01/07/2013,free transfer,05/07/2010,42,9,33
Galatasaray,Alioum Saidou,19/02/1978,Defensive Midfield,Retired,20/01/2011,free transfer,01/09/2010,44,11,33
Galatasaray,Sabri Sarioglu,26/07/1984,Right-Back,Retired,01/07/2018,free transfer,19/07/2017,38,4,34
Galatasaray,Ferhat Öztorun,08/05/1987,Left-Back,Pendikspor,01/07/2022,free transfer,07/09/2020,35,0,35
Galatasaray,Ergün Penbe,17/05/1972,Left-Back,Retired,01/07/2008,free transfer,31/08/2007,50,14,36
Galatasaray,Ugur Demirok,08/07/1988,Centre-Back,Eyüpspor,01/07/2022,free transfer,15/01/2021,34,0,34
Galatasaray,Cihan Can,01/08/1986,Centre-Back,Without Club,01/07/2021,?,26/01/2021,36,1,35
Galatasaray,Yalcin Ayhan,01/05/1982,Centre-Back,Retired,22/09/2020,free transfer,31/01/2020,40,2,38
Galatasaray,Emre Asik,13/12/1973,Centre-Back,Retired,01/07/2010,End of loan,30/06/2008,48,12,36
Galatasaray,Stjepan Tomas,03/06/1976,Centre-Back,Retired,25/11/2010,free transfer,06/08/2010,46,12,34
Galatasaray,Aykut Ercetin,14/09/1982,Goalkeeper,Retired,01/07/2015,free transfer,21/08/2014,40,7,33
Galatasaray,Faryd Mondragón,21/06/1971,Goalkeeper,Retired,05/07/2014,free transfer,01/01/2012,51,8,43
Besiktas JK,Bobô,09/01/1985,Centre-Forward,Retired,01/07/2022,free transfer,01/01/2021,37,0,37
Besiktas JK,Ahmet Dursun,25/01/1978,Centre-Forward,Retired,01/11/2018,-,31/08/2018,44,4,40
Besiktas JK,Souleymane Youla,29/11/1981,Centre-Forward,Piliscsaba,09/07/2020,-,01/07/2019,40,2,38
Besiktas JK,Aílton,19/07/1973,Centre-Forward,Retired,01/01/2014,-,29/07/2012,49,8,41
Besiktas JK,Daniel Pancu,17/08/1977,Centre-Forward,Retired,14/08/2018,-,01/08/2017,45,4,41
Besiktas JK,Kenan Özer,16/08/1987,Right Winger,Bodrumspor,09/07/2022,-,13/05/2022,35,0,35
Besiktas JK,Hakan Albayrak,22/07/1988,Attacking Midfield,Sandiklispor,28/10/2021,-,19/04/2021,34,1,33
Besiktas JK,Sergen Yalcin,05/11/1972,Attacking Midfield,Retired,01/07/2008,free transfer,16/07/2007,50,14,36
Besiktas JK,Tümer Metin,14/10/1974,Attacking Midfield,Retired,01/01/2012,free transfer,01/07/2011,48,10,38
Besiktas JK,Okan Buruk,19/10/1973,Right Midfield,Retired,01/07/2010,free transfer,07/07/2008,49,12,37
Besiktas JK,Ali Günes,23/11/1978,Central Midfield,FC Furtwangen,11/07/2019,-,01/07/2018,44,3,41
Besiktas JK,Tayfur Havutcu,23/04/1970,Defensive Midfield,Retired,17/07/2006,free transfer,09/07/1997,52,16,36
Besiktas JK,Ali Tandogan,25/12/1977,Right-Back,Retired,01/07/2015,free transfer,13/01/2015,44,7,37
Besiktas JK,Ibrahim Üzülmez,10/03/1974,Left-Back,Retired,05/07/2011,-,17/03/2011,48,11,37
Besiktas JK,Gökhan Zan,07/09/1981,Centre-Back,Retired,01/07/2015,free transfer,01/07/2009,41,7,34
Besiktas JK,Mustafa Dogan,01/01/1976,Centre-Back,Retired,01/01/2008,-,14/11/2007,46,14,32
Besiktas JK,Ibrahim Toraman,20/11/1981,Centre-Back,Retired,01/07/2015,End of loan,30/06/2015,41,7,34
Besiktas JK,Óscar Córdoba,03/02/1970,Goalkeeper,Retired,01/01/2010,?,01/07/2008,52,12,40
Fenerbahce,Semih Sentürk,29/04/1983,Centre-Forward,Retired,08/09/2018,-,01/07/2018,39,4,35
Fenerbahce,Mert Nobre,06/11/1980,Centre-Forward,Retired,01/07/2019,free transfer,24/07/2018,42,3,39
Fenerbahce,Nicolas Anelka,14/03/1979,Centre-Forward,Retired,01/01/2016,-,03/07/2015,43,6,37
Fenerbahce,Tuncay Sanli,16/01/1982,Left Winger,Retired,01/01/2016,free transfer,10/08/2015,40,6,34
Fenerbahce,Alex,14/09/1977,Attacking Midfield,Retired,01/01/2015,free transfer,18/10/2012,45,7,38
Fenerbahce,Selcuk Sahin,31/01/1981,Defensive Midfield,Retired,28/09/2020,free transfer,02/09/2019,41,2,39
Fenerbahce,Mehmet Aurélio,15/12/1977,Defensive Midfield,Retired,01/05/2013,-,01/03/2013,44,9,35
Fenerbahce,Kerim Zengin,13/04/1985,Right-Back,Retired,10/05/2018,-,06/08/2015,37,4,33
Fenerbahce,Serkan Balci,22/08/1983,Right-Back,Retired,01/07/2019,free transfer,24/07/2017,39,3,36
Fenerbahce,Ümit Özat,30/10/1976,Left-Back,Retired,14/03/2009,free transfer,01/07/2007,46,13,33
Fenerbahce,Deniz Baris,02/07/1977,Centre-Back,Retired,01/07/2014,free transfer,01/07/2010,45,8,37
Fenerbahce,Can Arat,21/01/1984,Centre-Back,Retired,01/07/2017,free transfer,10/01/2017,38,5,33
Fenerbahce,Önder Turaci,14/07/1981,Centre-Back,Retired,01/07/2017,free transfer,31/08/2016,41,5,36
Fenerbahce,Servet Cetin,17/03/1981,Centre-Back,Retired,01/07/2016,-,19/02/2016,41,6,35
Fenerbahce,Fabio Luciano,29/04/1975,Centre-Back,Retired,01/05/2009,?,01/07/2007,47,13,34
Fenerbahce,Volkan Demirel,27/10/1981,Goalkeeper,Retired,02/09/2019,free transfer,06/08/2002,41,3,38
Fenerbahce,Rüstü Recber,10/05/1973,Goalkeeper,Retired,01/07/2012,free transfer,24/07/2007,49,10,39
Zakarpattia Uzhgorod,Vyacheslav Tereshchenko,16/01/1977,Centre-Forward,Retired,01/01/2007,free transfer,01/07/2006,45,15,30
Zakarpattia Uzhgorod,Sergiy Ryzhykh,12/09/1979,Centre-Forward,Retired,01/01/2011,?,01/08/2010,43,11,32
Zakarpattia Uzhgorod,Oleksandr Pyshchur,26/01/1981,Centre-Forward,Retired,03/11/2017,-,25/09/2017,41,5,36
Zakarpattia Uzhgorod,Mykhaylo Kopolovets,29/01/1984,Left Winger,Retired,04/04/2021,-,12/02/2021,38,1,37
Zakarpattia Uzhgorod,Sergiy Rozhok,25/04/1985,Central Midfield,Shturm Ivankiv,13/08/2022,free transfer,01/01/2019,37,0,37
Zakarpattia Uzhgorod,Vladyslav Mykulyak,30/08/1984,Central Midfield,Without Club,01/07/2022,free transfer,27/08/2021,38,0,38
Zakarpattia Uzhgorod,Yuriy Dudnyk,26/09/1968,midfield,Retired,01/01/2008,?,01/01/2007,54,14,40
Zakarpattia Uzhgorod,Vadym Zayats,01/06/1974,midfield,Retired,01/07/2009,free transfer,01/01/2006,48,13,35
Zakarpattia Uzhgorod,Volodymyr Kravchenko,24/02/1981,midfield,Retired,01/07/2010,-,01/07/2009,41,12,29
Zakarpattia Uzhgorod,Andriy Sapuga,04/10/1976,Right-Back,Retired,01/01/2009,free transfer,01/07/2008,46,13,33
Zakarpattia Uzhgorod,Denys Golaydo,03/06/1984,Left-Back,Retired,18/07/2017,free transfer,20/08/2015,38,5,33
Zakarpattia Uzhgorod,Oleksandr Antonyuk,29/01/1979,Left-Back,Retired,01/07/2018,-,01/01/2016,43,4,39
Zakarpattia Uzhgorod,Igor Chuchman,15/02/1985,Centre-Back,Retired,01/01/2015,free transfer,12/02/2013,37,7,30
Zakarpattia Uzhgorod,Taras Mykhalyk,28/10/1983,Centre-Back,Retired,01/07/2021,free transfer,16/08/2020,39,1,38
Zakarpattia Uzhgorod,Yevgeniy Lozinskyi,07/02/1982,Centre-Back,Retired,01/07/2013,-,01/02/2013,40,9,31
Zakarpattia Uzhgorod,Sergiy Seleznyov,17/02/1975,Defender,Retired,01/07/2009,?,01/07/2007,47,13,34
Zakarpattia Uzhgorod,Rustam Khudzhamov,05/10/1982,Goalkeeper,Retired,01/04/2020,?,02/03/2016,40,2,38
Zakarpattia Uzhgorod,Oleksandr Nad,02/09/1985,Goalkeeper,Nyíregyháza,25/01/2022,-,01/07/2021,37,0,37
Zakarpattia Uzhgorod,Sergey Velichko,09/08/1976,Goalkeeper,Retired,05/06/2016,-,01/08/2015,46,6,40
Zakarpattia Uzhgorod,Dmytro Babenko,28/06/1978,Goalkeeper,Retired,01/07/2019,-,01/07/2017,44,3,41
Illichivets Mariupol,Kostyantyn Babych,06/05/1975,Centre-Forward,Retired,01/10/2009,free transfer,01/03/2009,47,13,34
Illichivets Mariupol,Eduard Tsykhmeystruk,24/06/1973,Left Winger,Retired,01/01/2019,free transfer,02/04/2018,49,3,46
Illichivets Mariupol,Dmytro Yesin,15/04/1980,Left Midfield,Retired,01/07/2012,€100Th.,01/01/2008,42,10,32
Illichivets Mariupol,Oleg Mazurenko,08/11/1977,Right Midfield,Retired,01/07/2012,free transfer,01/07/2011,45,10,35
Illichivets Mariupol,Ivan Kryvosheenko,11/05/1984,Right Midfield,Retired,30/08/2018,?,11/08/2017,38,4,34
Illichivets Mariupol,Oleksiy Gay,06/11/1982,Central Midfield,Retired,01/07/2019,-,12/10/2018,40,3,37
Illichivets Mariupol,Adrian Pukanych,22/06/1983,Central Midfield,Sevlyush,30/08/2022,free transfer,29/08/2021,39,0,39
Illichivets Mariupol,Valentyn Platonov,15/01/1977,Defensive Midfield,Retired,01/01/2011,free transfer,01/07/2010,45,11,34
Illichivets Mariupol,Oleksandr Papush,14/01/1985,Right-Back,Without Club,01/01/2021,free transfer,01/03/2015,37,1,36
Illichivets Mariupol,Denys Kulakov,01/05/1986,Right-Back,Ural,01/07/2015,free transfer,01/07/2014,36,7,29
Illichivets Mariupol,Lubomyr Galchuk,18/09/1981,Left-Back,FC Vorkuta,01/07/2017,-,17/02/2016,41,5,36
Illichivets Mariupol,Volodymyr Yaksmanytskyi,04/02/1977,Centre-Back,Retired,01/01/2008,?,01/01/2007,45,14,31
Illichivets Mariupol,Leonid Boyarintsev,18/09/1982,Centre-Back,Retired,01/01/2018,?,01/01/2009,40,4,36
Illichivets Mariupol,Andriy Boyko,27/04/1981,Centre-Back,Retired,02/03/2017,free transfer,01/08/2016,41,5,36
Illichivets Mariupol,Dainius Gleveckas,05/03/1977,Centre-Back,Retired,01/01/2013,?,01/01/2007,45,9,36
Illichivets Mariupol,Oleksandr Maltsev,30/10/1975,Defender,Retired,01/01/2017,?,01/01/2014,47,5,42
Illichivets Mariupol,Andriy Nikitin,08/01/1972,Goalkeeper,Retired,01/01/2009,free transfer,01/01/2008,50,13,37
Illichivets Mariupol,Igor Shukhovtsev,13/07/1971,Goalkeeper,Retired,01/07/2017,-,12/04/2016,51,5,46
FK Kharkiv (-2010),Oleksandr Gladkyi,24/08/1987,Centre-Forward,Chornomorets,19/08/2022,free transfer,07/09/2020,35,0,35
FK Kharkiv (-2010),Anderson Ribeiro,02/07/1981,Second Striker,Retired,01/07/2017,free transfer,01/07/2015,41,5,36
FK Kharkiv (-2010),Igor Shopin,15/06/1978,Left Winger,Retired,01/07/2010,free transfer,01/07/2009,44,12,32
FK Kharkiv (-2010),Oleksandr Maksymov,13/02/1985,Central Midfield,Retired,01/07/2021,free transfer,01/01/2019,37,1,36
FK Kharkiv (-2010),Oleksandr Granovskyi,11/03/1976,Right-Back,Retired,01/01/2012,-,01/07/2011,46,10,36
FK Kharkiv (-2010),Igor Buryak,12/01/1983,Left-Back,Rubin Yalta,22/08/2022,free transfer,16/08/2017,39,0,39
FK Kharkiv (-2010),Vladyslav Zaychuk,15/11/1980,Left-Back,Retired,01/01/2022,-,01/01/2019,42,0,42
FK Kharkiv (-2010),Yevgen Cheberyachko,19/06/1983,Centre-Back,Retired,11/09/2017,free transfer,06/07/2017,39,5,34
FK Kharkiv (-2010),Ruslan Gunchak,09/08/1979,Centre-Back,Retired,01/07/2017,-,02/03/2017,43,5,38
FK Kharkiv (-2010),Andriy Berezovchuk,16/04/1981,Centre-Back,Retired,31/10/2019,-,01/05/2017,41,3,38
FK Kharkiv (-2010),Dmytro Gololobov,01/01/1985,Defender,Retired,01/01/2014,-,23/07/2013,37,8,29
FK Kharkiv (-2010),Sergey Vetrennikov,24/03/1976,Defender,Retired,01/07/2009,?,01/07/2007,46,13,33
FK Kharkiv (-2010),Dmytro Stoyko,03/02/1975,Goalkeeper,Retired,01/07/2012,free transfer,01/07/2009,47,10,37
Chornomorets Odessa,Oleksandr Kosyrin,18/06/1977,Centre-Forward,Retired,01/01/2013,free transfer,01/01/2012,45,9,36
Chornomorets Odessa,Igor Bugaev,26/06/1984,Centre-Forward,Retired,01/07/2021,free transfer,13/03/2021,38,1,37
Chornomorets Odessa,Sergey Osipov,10/07/1978,Right Winger,Retired,01/01/2008,€100Th.,01/01/2006,44,14,30
Chornomorets Odessa,Yevgen Lutsenko,10/11/1980,Attacking Midfield,Retired,01/07/2011,-,01/01/2011,42,11,31
Chornomorets Odessa,Valentyn Poltavets,18/04/1975,Attacking Midfield,Retired,31/12/2016,-,12/04/2016,47,5,42
Chornomorets Odessa,Artem Yashkin,29/04/1975,Left Midfield,Retired,01/07/2009,free transfer,01/01/2009,47,13,34
Chornomorets Odessa,Ruslan Gilazev,07/01/1977,Central Midfield,Retired,01/01/2009,End of loan,30/06/2008,45,13,32
Chornomorets Odessa,Andriy Kirlyk,21/11/1974,Central Midfield,Retired,01/07/2008,?,01/07/2003,48,14,34
Chornomorets Odessa,Evgeniy Loshankov,02/01/1979,midfield,Retired,01/07/2018,-,01/03/2018,43,4,39
Chornomorets Odessa,Kakhaber Mzhavanadze,02/10/1978,Right-Back,Retired,01/06/2015,-,15/01/2015,44,7,37
Chornomorets Odessa,Dmytro Gryshko,02/12/1985,Centre-Back,Retired,18/01/2021,free transfer,01/07/2018,36,1,35
Chornomorets Odessa,Pavel Kirilchik,04/01/1981,Centre-Back,Retired,06/09/2020,free transfer,04/12/2018,41,2,39
Chornomorets Odessa,Sergiy Bilozor,15/07/1979,Centre-Back,Retired,01/07/2012,free transfer,01/07/2011,43,10,33
Chornomorets Odessa,Sergiy Symonenko,12/06/1981,Centre-Back,Retired,01/08/2014,?,12/02/2014,41,8,33
Chornomorets Odessa,Vladyslav Vashchuk,02/01/1975,Centre-Back,Retired,01/07/2011,free transfer,01/07/2010,47,11,36
Chornomorets Odessa,Viktor Dotsenko,10/12/1975,Defender,Retired,01/07/2007,free transfer,01/07/2006,46,15,31
Chornomorets Odessa,Vitaliy Rudenko,26/01/1981,Goalkeeper,Retired,01/07/2013,free transfer,01/07/2011,41,9,32
Kryvbas Kryvyi Rig,Alexandru Popovici,09/04/1977,Centre-Forward,FC Iskra,03/03/2021,-,24/10/2020,45,1,44
Kryvbas Kryvyi Rig,Taras Kabanov,23/01/1981,Centre-Forward,Retired,18/01/2013,free transfer,08/08/2012,41,9,32
Kryvbas Kryvyi Rig,Oleksandr Ivashchenko,19/02/1985,Centre-Forward,Retired,26/02/2019,-,01/02/2017,37,3,34
Kryvbas Kryvyi Rig,Andrey Panferov,02/11/1980,Left Winger,Retired,01/01/2010,free transfer,01/01/2007,42,12,30
Kryvbas Kryvyi Rig,Vasil Gigiadze,03/06/1977,Attacking Midfield,Retired,01/01/2012,free transfer,01/07/2008,45,10,35
Kryvbas Kryvyi Rig,Murad Ramazanov,10/03/1979,Central Midfield,Retired,01/07/2012,free transfer,01/01/2011,43,10,33
Kryvbas Kryvyi Rig,Sergey Nikitenko,19/08/1978,Defensive Midfield,Retired,01/01/2013,free transfer,01/01/2012,44,9,35
Kryvbas Kryvyi Rig,Ivan Kucherenko,06/01/1987,Defensive Midfield,Ukraine United,01/03/2017,free transfer,01/07/2016,35,5,30
Kryvbas Kryvyi Rig,Mykhaylo Starostyak,13/10/1973,Right-Back,Retired,01/07/2009,free transfer,01/07/2007,49,13,36
Kryvbas Kryvyi Rig,Igors Korablovs,23/11/1974,Left-Back,Retired,01/01/2017,free transfer,01/01/2016,48,5,43
Kryvbas Kryvyi Rig,Vyacheslav Nivinskyi,31/03/1974,Centre-Back,Retired,01/07/2009,?,01/07/2007,48,13,35
Kryvbas Kryvyi Rig,Oleksandr Shevelyukhin,27/08/1982,Centre-Back,Silesia Lubomia,19/02/2022,-,01/07/2021,40,0,40
Kryvbas Kryvyi Rig,Oleksandr Poklonskyi,22/01/1975,Centre-Back,Retired,01/07/2009,free transfer,01/03/2009,47,13,34
Kryvbas Kryvyi Rig,Denys Kolchin,13/10/1977,Centre-Back,Retired,01/01/2009,?,01/01/2008,45,13,32
Kryvbas Kryvyi Rig,Oleg Kotelyukh,19/06/1979,Centre-Back,Unknown,21/09/2016,free transfer,29/02/2016,43,6,37
Kryvbas Kryvyi Rig,Oleksandr Goryainov,29/06/1975,Goalkeeper,Retired,01/07/2017,free transfer,16/08/2016,47,5,42
Kryvbas Kryvyi Rig,Andriy Kuraev,19/12/1972,Goalkeeper,Retired,01/01/2006,?,01/07/2005,49,16,33
Kryvbas Kryvyi Rig,Yuriy Nikitenko,28/03/1974,Goalkeeper,Retired,01/01/2009,?,01/07/2007,48,13,35
Kryvbas Kryvyi Rig,Ilya Blyznyuk,28/07/1973,Goalkeeper,Retired,01/01/2008,?,01/01/2007,49,14,35
Volyn Lutsk,Vasyl Tovkatskyi,14/01/1983,Centre-Forward,Retired,31/12/2015,-,01/07/2014,39,6,33
Volyn Lutsk,Marko Devic,27/10/1983,Centre-Forward,Retired,01/07/2020,free transfer,17/01/2020,39,2,37
Volyn Lutsk,Michael Chidi Alozie,16/10/1986,Centre-Forward,Retired,01/01/2016,-,01/09/2015,36,6,30
