,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,teams,playerprofile,birthdate,position,retiredOrNot,retirementDate,lastTransferFee,lastTransferDate
3274,3274,3803,5159,5159,5159,5159,5159,Galatasaray,Volkan Arslan,29/08/1978,Central Midfield,Retired,03/01/2012,free transfer,11/08/2011
3275,3275,3804,5160,5160,5160,5160,5160,Galatasaray,Ayhan Akman,23/02/1977,Central Midfield,Retired,01/07/2012,€500Th.,16/07/2001
3276,3276,3805,5161,5161,5161,5161,5161,Galatasaray,Sasa Ilic,30/12/1977,Central Midfield,Retired,01/07/2019,free transfer,01/01/2010
3277,3277,3806,5162,5162,5162,5162,5162,Galatasaray,Mehmet Güven,30/07/1987,Defensive Midfield,Kavakliderespor,22/09/2022,End of loan,30/06/2022
3278,3278,3807,5163,5163,5163,5163,5163,Galatasaray,Cihan Haspolatli,04/01/1980,Defensive Midfield,Retired,01/07/2013,free transfer,05/07/2010
3279,3279,3808,5164,5164,5164,5164,5164,Galatasaray,Alioum Saidou,19/02/1978,Defensive Midfield,Retired,20/01/2011,free transfer,01/09/2010
3280,3280,3810,5167,5167,5167,5167,5167,Galatasaray,Sabri Sarioglu,26/07/1984,Right-Back,Retired,01/07/2018,free transfer,19/07/2017
3281,3281,3811,5168,5168,5168,5168,5168,Galatasaray,Ferhat Öztorun,08/05/1987,Left-Back,Pendikspor,01/07/2022,free transfer,07/09/2020
3282,3282,3812,5169,5169,5169,5169,5169,Galatasaray,Ergün Penbe,17/05/1972,Left-Back,Retired,01/07/2008,free transfer,31/08/2007
3283,3283,3813,5170,5170,5170,5170,5170,Galatasaray,Ugur Demirok,08/07/1988,Centre-Back,Eyüpspor,01/07/2022,free transfer,15/01/2021
3284,3284,3814,5171,5171,5171,5171,5171,Galatasaray,Cihan Can,01/08/1986,Centre-Back,Without Club,01/07/2021,?,26/01/2021
3285,3285,3815,5172,5172,5172,5172,5172,Galatasaray,Yalcin Ayhan,01/05/1982,Centre-Back,Retired,22/09/2020,free transfer,31/01/2020
3286,3286,3817,5174,5174,5174,5174,5174,Galatasaray,Emre Asik,13/12/1973,Centre-Back,Retired,01/07/2010,End of loan,30/06/2008
3287,3287,3819,5176,5176,5176,5176,5176,Galatasaray,Stjepan Tomas,03/06/1976,Centre-Back,Retired,25/11/2010,free transfer,06/08/2010
3288,3288,3821,5179,5179,5179,5179,5179,Galatasaray,Aykut Ercetin,14/09/1982,Goalkeeper,Retired,01/07/2015,free transfer,21/08/2014
3289,3289,3822,5180,5180,5180,5180,5180,Galatasaray,Faryd Mondragón,21/06/1971,Goalkeeper,Retired,05/07/2014,free transfer,01/01/2012
3290,3290,3823,5182,5182,5182,5182,5182,Besiktas JK,Bobô,09/01/1985,Centre-Forward,Retired,01/07/2022,free transfer,01/01/2021
3291,3291,3824,5183,5183,5183,5183,5183,Besiktas JK,Ahmet Dursun,25/01/1978,Centre-Forward,Retired,01/11/2018,-,31/08/2018
3292,3292,3825,5184,5184,5184,5184,5184,Besiktas JK,Souleymane Youla,29/11/1981,Centre-Forward,Piliscsaba,09/07/2020,-,01/07/2019
3293,3293,3826,5185,5185,5185,5185,5185,Besiktas JK,Aílton,19/07/1973,Centre-Forward,Retired,01/01/2014,-,29/07/2012
3294,3294,3827,5186,5186,5186,5186,5186,Besiktas JK,Daniel Pancu,17/08/1977,Centre-Forward,Retired,14/08/2018,-,01/08/2017
3295,3295,3828,5187,5187,5187,5187,5187,Besiktas JK,Kenan Özer,16/08/1987,Right Winger,Bodrumspor,09/07/2022,-,13/05/2022
3296,3296,3829,5190,5190,5190,5190,5190,Besiktas JK,Hakan Albayrak,22/07/1988,Attacking Midfield,Sandiklispor,28/10/2021,-,19/04/2021
3297,3297,3830,5191,5191,5191,5191,5191,Besiktas JK,Sergen Yalcin,05/11/1972,Attacking Midfield,Retired,01/07/2008,free transfer,16/07/2007
3298,3298,3831,5192,5192,5192,5192,5192,Besiktas JK,Tümer Metin,14/10/1974,Attacking Midfield,Retired,01/01/2012,free transfer,01/07/2011
3299,3299,3832,5195,5195,5195,5195,5195,Besiktas JK,Okan Buruk,19/10/1973,Right Midfield,Retired,01/07/2010,free transfer,07/07/2008
3300,3300,3833,5196,5196,5196,5196,5196,Besiktas JK,Ali Günes,23/11/1978,Central Midfield,FC Furtwangen,11/07/2019,-,01/07/2018
3301,3301,3834,5198,5198,5198,5198,5198,Besiktas JK,Tayfur Havutcu,23/04/1970,Defensive Midfield,Retired,17/07/2006,free transfer,09/07/1997
3302,3302,3835,5200,5200,5200,5200,5200,Besiktas JK,Ali Tandogan,25/12/1977,Right-Back,Retired,01/07/2015,free transfer,13/01/2015
3303,3303,3836,5201,5201,5201,5201,5201,Besiktas JK,Ibrahim Üzülmez,10/03/1974,Left-Back,Retired,05/07/2011,-,17/03/2011
3304,3304,3838,5205,5205,5205,5205,5205,Besiktas JK,Gökhan Zan,07/09/1981,Centre-Back,Retired,01/07/2015,free transfer,01/07/2009
3305,3305,3839,5206,5206,5206,5206,5206,Besiktas JK,Mustafa Dogan,01/01/1976,Centre-Back,Retired,01/01/2008,-,14/11/2007
3306,3306,3840,5207,5207,5207,5207,5207,Besiktas JK,Ibrahim Toraman,20/11/1981,Centre-Back,Retired,01/07/2015,End of loan,30/06/2015
3307,3307,3841,5208,5208,5208,5208,5208,Besiktas JK,Altay Kartal,15/02/1988,,Erdemli Bld,12/09/2019,free transfer,13/02/2019
3308,3308,3843,5211,5211,5211,5211,5211,Besiktas JK,Óscar Córdoba,03/02/1970,Goalkeeper,Retired,01/01/2010,?,01/07/2008
3309,3309,3844,5212,5212,5212,5212,5212,Fenerbahce,Semih Sentürk,29/04/1983,Centre-Forward,Retired,08/09/2018,-,01/07/2018
3310,3310,3845,5213,5213,5213,5213,5213,Fenerbahce,Mert Nobre,06/11/1980,Centre-Forward,Retired,01/07/2019,free transfer,24/07/2018
3311,3311,3846,5214,5214,5214,5214,5214,Fenerbahce,Nicolas Anelka,14/03/1979,Centre-Forward,Retired,01/01/2016,-,03/07/2015
3312,3312,3847,5217,5217,5217,5217,5217,Fenerbahce,Tuncay Sanli,16/01/1982,Left Winger,Retired,01/01/2016,free transfer,10/08/2015
3313,3313,3848,5218,5218,5218,5218,5218,Fenerbahce,Alex,14/09/1977,Attacking Midfield,Retired,01/01/2015,free transfer,18/10/2012
3314,3314,3851,5221,5221,5221,5221,5221,Fenerbahce,Selcuk Sahin,31/01/1981,Defensive Midfield,Retired,28/09/2020,free transfer,02/09/2019
3315,3315,3852,5222,5222,5222,5222,5222,Fenerbahce,Mehmet Aurélio,15/12/1977,Defensive Midfield,Retired,01/05/2013,-,01/03/2013
3316,3316,3853,5224,5224,5224,5224,5224,Fenerbahce,Kerim Zengin,13/04/1985,Right-Back,Retired,10/05/2018,-,06/08/2015
3317,3317,3854,5225,5225,5225,5225,5225,Fenerbahce,Serkan Balci,22/08/1983,Right-Back,Retired,01/07/2019,free transfer,24/07/2017
3318,3318,3855,5227,5227,5227,5227,5227,Fenerbahce,Ümit Özat,30/10/1976,Left-Back,Retired,14/03/2009,free transfer,01/07/2007
3319,3319,3856,5228,5228,5228,5228,5228,Fenerbahce,Deniz Baris,02/07/1977,Centre-Back,Retired,01/07/2014,free transfer,01/07/2010
3320,3320,3857,5229,5229,5229,5229,5229,Fenerbahce,Can Arat,21/01/1984,Centre-Back,Retired,01/07/2017,free transfer,10/01/2017
3321,3321,3858,5230,5230,5230,5230,5230,Fenerbahce,Önder Turaci,14/07/1981,Centre-Back,Retired,01/07/2017,free transfer,31/08/2016
3322,3322,3859,5231,5231,5231,5231,5231,Fenerbahce,Servet Cetin,17/03/1981,Centre-Back,Retired,01/07/2016,-,19/02/2016
3323,3323,3860,5232,5232,5232,5232,5232,Fenerbahce,Fabio Luciano,29/04/1975,Centre-Back,Retired,01/05/2009,?,01/07/2007
3324,3324,3862,5234,5234,5234,5234,5234,Fenerbahce,Volkan Demirel,27/10/1981,Goalkeeper,Retired,02/09/2019,free transfer,06/08/2002
3325,3325,3863,5235,5235,5235,5235,5235,Fenerbahce,Rüstü Recber,10/05/1973,Goalkeeper,Retired,01/07/2012,free transfer,24/07/2007
3326,3326,3864,5237,5237,5237,5237,5237,Zakarpattia Uzhgorod,Vyacheslav Tereshchenko,16/01/1977,Centre-Forward,Retired,01/01/2007,free transfer,01/07/2006
3327,3327,3865,5238,5238,5238,5238,5238,Zakarpattia Uzhgorod,Sergiy Ryzhykh,12/09/1979,Centre-Forward,Retired,01/01/2011,?,01/08/2010
3328,3328,3866,5239,5239,5239,5239,5239,Zakarpattia Uzhgorod,Oleksandr Pyshchur,26/01/1981,Centre-Forward,Retired,03/11/2017,-,25/09/2017
3329,3329,3867,5240,5240,5240,5240,5240,Zakarpattia Uzhgorod,Mykhaylo Kopolovets,29/01/1984,Left Winger,Retired,04/04/2021,-,12/02/2021
3330,3330,3868,5242,5242,5242,5242,5242,Zakarpattia Uzhgorod,Oleksandr Buryi,16/06/1983,,Retired,01/01/2011,free transfer,01/05/2010
3331,3331,3869,5248,5248,5248,5248,5248,Zakarpattia Uzhgorod,Sergiy Rozhok,25/04/1985,Central Midfield,Shturm Ivankiv,13/08/2022,free transfer,01/01/2019
3332,3332,3870,5249,5249,5249,5249,5249,Zakarpattia Uzhgorod,Vladyslav Mykulyak,30/08/1984,Central Midfield,Without Club,01/07/2022,free transfer,27/08/2021
3333,3333,3871,5250,5250,5250,5250,5250,Zakarpattia Uzhgorod,Vasyl Kaminsky,09/02/1985,,Retired,01/07/2019,?,31/08/2018
3334,3334,3872,5251,5251,5251,5251,5251,Zakarpattia Uzhgorod,Yuriy Dudnyk,26/09/1968,midfield,Retired,01/01/2008,?,01/01/2007
3335,3335,3873,5252,5252,5252,5252,5252,Zakarpattia Uzhgorod,Vadym Zayats,01/06/1974,midfield,Retired,01/07/2009,free transfer,01/01/2006
3336,3336,3874,5254,5254,5254,5254,5254,Zakarpattia Uzhgorod,Volodymyr Kravchenko,24/02/1981,midfield,Retired,01/07/2010,-,01/07/2009
3337,3337,3875,5255,5255,5255,5255,5255,Zakarpattia Uzhgorod,Andriy Sapuga,04/10/1976,Right-Back,Retired,01/01/2009,free transfer,01/07/2008
3338,3338,3876,5259,5259,5259,5259,5259,Zakarpattia Uzhgorod,Denys Golaydo,03/06/1984,Left-Back,Retired,18/07/2017,free transfer,20/08/2015
3339,3339,3877,5260,5260,5260,5260,5260,Zakarpattia Uzhgorod,Oleksandr Antonyuk,29/01/1979,Left-Back,Retired,01/07/2018,-,01/01/2016
3340,3340,3878,5262,5262,5262,5262,5262,Zakarpattia Uzhgorod,Igor Chuchman,15/02/1985,Centre-Back,Retired,01/01/2015,free transfer,12/02/2013
3341,3341,3879,5263,5263,5263,5263,5263,Zakarpattia Uzhgorod,Taras Mykhalyk,28/10/1983,Centre-Back,Retired,01/07/2021,free transfer,16/08/2020
3342,3342,3880,5264,5264,5264,5264,5264,Zakarpattia Uzhgorod,Yevgeniy Lozinskyi,07/02/1982,Centre-Back,Retired,01/07/2013,-,01/02/2013
3343,3343,3881,5265,5265,5265,5265,5265,Zakarpattia Uzhgorod,Sergiy Seleznyov,17/02/1975,Defender,Retired,01/07/2009,?,01/07/2007
3344,3344,3882,5268,5268,5268,5268,5268,Zakarpattia Uzhgorod,Rustam Khudzhamov,05/10/1982,Goalkeeper,Retired,01/04/2020,?,02/03/2016
3345,3345,3883,5269,5269,5269,5269,5269,Zakarpattia Uzhgorod,Oleksandr Nad,02/09/1985,Goalkeeper,Nyíregyháza,25/01/2022,-,01/07/2021
3346,3346,3884,5271,5271,5271,5271,5271,Zakarpattia Uzhgorod,Sergey Velichko,09/08/1976,Goalkeeper,Retired,05/06/2016,-,01/08/2015
3347,3347,3885,5272,5272,5272,5272,5272,Zakarpattia Uzhgorod,Dmytro Babenko,28/06/1978,Goalkeeper,Retired,01/07/2019,-,01/07/2017
3348,3348,3886,5274,5274,5274,5274,5274,Illichivets Mariupol,Kostyantyn Babych,06/05/1975,Centre-Forward,Retired,01/10/2009,free transfer,01/03/2009
3349,3349,3887,5275,5275,5275,5275,5275,Illichivets Mariupol,Eduard Tsykhmeystruk,24/06/1973,Left Winger,Retired,01/01/2019,free transfer,02/04/2018
3350,3350,3888,5277,5277,5277,5277,5277,Illichivets Mariupol,Sergiy Grybanov,17/11/1981,,Retired,01/01/2013,?,04/07/2012
3351,3351,3889,5278,5278,5278,5278,5278,Illichivets Mariupol,Dmytro Yesin,15/04/1980,Left Midfield,Retired,01/07/2012,€100Th.,01/01/2008
3352,3352,3890,5280,5280,5280,5280,5280,Illichivets Mariupol,Oleg Mazurenko,08/11/1977,Right Midfield,Retired,01/07/2012,free transfer,01/07/2011
3353,3353,3891,5281,5281,5281,5281,5281,Illichivets Mariupol,Ivan Kryvosheenko,11/05/1984,Right Midfield,Retired,30/08/2018,?,11/08/2017
3354,3354,3892,5282,5282,5282,5282,5282,Illichivets Mariupol,Oleksiy Gay,06/11/1982,Central Midfield,Retired,01/07/2019,-,12/10/2018
3355,3355,3893,5283,5283,5283,5283,5283,Illichivets Mariupol,Adrian Pukanych,22/06/1983,Central Midfield,Sevlyush,30/08/2022,free transfer,29/08/2021
3356,3356,3894,5284,5284,5284,5284,5284,Illichivets Mariupol,Valentyn Platonov,15/01/1977,Defensive Midfield,Retired,01/01/2011,free transfer,01/07/2010
3357,3357,3895,5287,5287,5287,5287,5287,Illichivets Mariupol,Oleksandr Papush,14/01/1985,Right-Back,Without Club,01/01/2021,free transfer,01/03/2015
3358,3358,3896,5289,5289,5289,5289,5289,Illichivets Mariupol,Denys Kulakov,01/05/1986,Right-Back,Ural,01/07/2015,free transfer,01/07/2014
3359,3359,3897,5290,5290,5290,5290,5290,Illichivets Mariupol,Lubomyr Galchuk,18/09/1981,Left-Back,FC Vorkuta,01/07/2017,-,17/02/2016
3360,3360,3898,5293,5293,5293,5293,5293,Illichivets Mariupol,Volodymyr Yaksmanytskyi,04/02/1977,Centre-Back,Retired,01/01/2008,?,01/01/2007
3361,3361,3899,5294,5294,5294,5294,5294,Illichivets Mariupol,Leonid Boyarintsev,18/09/1982,Centre-Back,Retired,01/01/2018,?,01/01/2009
3362,3362,3900,5295,5295,5295,5295,5295,Illichivets Mariupol,Andriy Boyko,27/04/1981,Centre-Back,Retired,02/03/2017,free transfer,01/08/2016
3363,3363,3901,5296,5296,5296,5296,5296,Illichivets Mariupol,Dainius Gleveckas,05/03/1977,Centre-Back,Retired,01/01/2013,?,01/01/2007
3364,3364,3902,5299,5299,5299,5299,5299,Illichivets Mariupol,Oleksandr Maltsev,30/10/1975,Defender,Retired,01/01/2017,?,01/01/2014
3365,3365,3903,5301,5301,5301,5301,5301,Illichivets Mariupol,Andriy Nikitin,08/01/1972,Goalkeeper,Retired,01/01/2009,free transfer,01/01/2008
3366,3366,3904,5302,5302,5302,5302,5302,Illichivets Mariupol,Igor Shukhovtsev,13/07/1971,Goalkeeper,Retired,01/07/2017,-,12/04/2016
3367,3367,3905,5305,5305,5305,5305,5305,FK Kharkiv (-2010),Oleksandr Gladkyi,24/08/1987,Centre-Forward,Chornomorets,19/08/2022,free transfer,07/09/2020
3368,3368,3906,5306,5306,5306,5306,5306,FK Kharkiv (-2010),Anderson Ribeiro,02/07/1981,Second Striker,Retired,01/07/2017,free transfer,01/07/2015
3369,3369,3907,5308,5308,5308,5308,5308,FK Kharkiv (-2010),Igor Shopin,15/06/1978,Left Winger,Retired,01/07/2010,free transfer,01/07/2009
3370,3370,3908,5312,5312,5312,5312,5312,FK Kharkiv (-2010),Oleksandr Maksymov,13/02/1985,Central Midfield,Retired,01/07/2021,free transfer,01/01/2019
3371,3371,3909,5316,5316,5316,5316,5316,FK Kharkiv (-2010),Oleksandr Granovskyi,11/03/1976,Right-Back,Retired,01/01/2012,-,01/07/2011
3372,3372,3910,5317,5317,5317,5317,5317,FK Kharkiv (-2010),Igor Buryak,12/01/1983,Left-Back,Rubin Yalta,22/08/2022,free transfer,16/08/2017
3373,3373,3911,5318,5318,5318,5318,5318,FK Kharkiv (-2010),Vladyslav Zaychuk,15/11/1980,Left-Back,Retired,01/01/2022,-,01/01/2019
3374,3374,3912,5320,5320,5320,5320,5320,FK Kharkiv (-2010),Yevgen Cheberyachko,19/06/1983,Centre-Back,Retired,11/09/2017,free transfer,06/07/2017
3375,3375,3913,5321,5321,5321,5321,5321,FK Kharkiv (-2010),Ruslan Gunchak,09/08/1979,Centre-Back,Retired,01/07/2017,-,02/03/2017
3376,3376,3914,5322,5322,5322,5322,5322,FK Kharkiv (-2010),Andriy Berezovchuk,16/04/1981,Centre-Back,Retired,31/10/2019,-,01/05/2017
3377,3377,3915,5325,5325,5325,5325,5325,FK Kharkiv (-2010),Dmytro Gololobov,01/01/1985,Defender,Retired,01/01/2014,-,23/07/2013
3378,3378,3916,5326,5326,5326,5326,5326,FK Kharkiv (-2010),Sergey Vetrennikov,24/03/1976,Defender,Retired,01/07/2009,?,01/07/2007
3379,3379,3917,5328,5328,5328,5328,5328,FK Kharkiv (-2010),Dmytro Stoyko,03/02/1975,Goalkeeper,Retired,01/07/2012,free transfer,01/07/2009
3380,3380,3918,5331,5331,5331,5331,5331,Chornomorets Odessa,Oleksandr Kosyrin,18/06/1977,Centre-Forward,Retired,01/01/2013,free transfer,01/01/2012
3381,3381,3919,5332,5332,5332,5332,5332,Chornomorets Odessa,Igor Bugaev,26/06/1984,Centre-Forward,Retired,01/07/2021,free transfer,13/03/2021
3382,3382,3920,5333,5333,5333,5333,5333,Chornomorets Odessa,Sergey Osipov,10/07/1978,Right Winger,Retired,01/01/2008,€100Th.,01/01/2006
3383,3383,3921,5335,5335,5335,5335,5335,Chornomorets Odessa,Yevgen Lutsenko,10/11/1980,Attacking Midfield,Retired,01/07/2011,-,01/01/2011
3384,3384,3922,5336,5336,5336,5336,5336,Chornomorets Odessa,Valentyn Poltavets,18/04/1975,Attacking Midfield,Retired,31/12/2016,-,12/04/2016
3385,3385,3923,5337,5337,5337,5337,5337,Chornomorets Odessa,Artem Yashkin,29/04/1975,Left Midfield,Retired,01/07/2009,free transfer,01/01/2009
3386,3386,3924,5339,5339,5339,5339,5339,Chornomorets Odessa,Ruslan Gilazev,07/01/1977,Central Midfield,Retired,01/01/2009,End of loan,30/06/2008
3387,3387,3925,5340,5340,5340,5340,5340,Chornomorets Odessa,Andriy Kirlyk,21/11/1974,Central Midfield,Retired,01/07/2008,?,01/07/2003
3388,3388,3926,5342,5342,5342,5342,5342,Chornomorets Odessa,Evgeniy Loshankov,02/01/1979,midfield,Retired,01/07/2018,-,01/03/2018
3389,3389,3927,5344,5344,5344,5344,5344,Chornomorets Odessa,Kakhaber Mzhavanadze,02/10/1978,Right-Back,Retired,01/06/2015,-,15/01/2015
3390,3390,3928,5347,5347,5347,5347,5347,Chornomorets Odessa,Dmytro Gryshko,02/12/1985,Centre-Back,Retired,18/01/2021,free transfer,01/07/2018
3391,3391,3929,5348,5348,5348,5348,5348,Chornomorets Odessa,Pavel Kirilchik,04/01/1981,Centre-Back,Retired,06/09/2020,free transfer,04/12/2018
3392,3392,3930,5351,5351,5351,5351,5351,Chornomorets Odessa,Sergiy Bilozor,15/07/1979,Centre-Back,Retired,01/07/2012,free transfer,01/07/2011
3393,3393,3931,5352,5352,5352,5352,5352,Chornomorets Odessa,Sergiy Symonenko,12/06/1981,Centre-Back,Retired,01/08/2014,?,12/02/2014
3394,3394,3932,5353,5353,5353,5353,5353,Chornomorets Odessa,Vladyslav Vashchuk,02/01/1975,Centre-Back,Retired,01/07/2011,free transfer,01/07/2010
3395,3395,3933,5355,5355,5355,5355,5355,Chornomorets Odessa,Viktor Dotsenko,10/12/1975,Defender,Retired,01/07/2007,free transfer,01/07/2006
3396,3396,3934,5357,5357,5357,5357,5357,Chornomorets Odessa,Vitaliy Rudenko,26/01/1981,Goalkeeper,Retired,01/07/2013,free transfer,01/07/2011
3397,3397,3935,5359,5359,5359,5359,5359,Kryvbas Kryvyi Rig,Alexandru Popovici,09/04/1977,Centre-Forward,FC Iskra,03/03/2021,-,24/10/2020
3398,3398,3936,5360,5360,5360,5360,5360,Kryvbas Kryvyi Rig,Taras Kabanov,23/01/1981,Centre-Forward,Retired,18/01/2013,free transfer,08/08/2012
3399,3399,3937,5361,5361,5361,5361,5361,Kryvbas Kryvyi Rig,Oleksandr Ivashchenko,19/02/1985,Centre-Forward,Retired,26/02/2019,-,01/02/2017
3400,3400,3938,5362,5362,5362,5362,5362,Kryvbas Kryvyi Rig,Andrey Panferov,02/11/1980,Left Winger,Retired,01/01/2010,free transfer,01/01/2007
3401,3401,3939,5366,5366,5366,5366,5366,Kryvbas Kryvyi Rig,Vasil Gigiadze,03/06/1977,Attacking Midfield,Retired,01/01/2012,free transfer,01/07/2008
3402,3402,3940,5368,5368,5368,5368,5368,Kryvbas Kryvyi Rig,Murad Ramazanov,10/03/1979,Central Midfield,Retired,01/07/2012,free transfer,01/01/2011
3403,3403,3941,5370,5370,5370,5370,5370,Kryvbas Kryvyi Rig,Sergey Nikitenko,19/08/1978,Defensive Midfield,Retired,01/01/2013,free transfer,01/01/2012
3404,3404,3942,5371,5371,5371,5371,5371,Kryvbas Kryvyi Rig,Ivan Kucherenko,06/01/1987,Defensive Midfield,Ukraine United,01/03/2017,free transfer,01/07/2016
3405,3405,3943,5373,5373,5373,5373,5373,Kryvbas Kryvyi Rig,Mykhaylo Starostyak,13/10/1973,Right-Back,Retired,01/07/2009,free transfer,01/07/2007
3406,3406,3944,5375,5375,5375,5375,5375,Kryvbas Kryvyi Rig,Igors Korablovs,23/11/1974,Left-Back,Retired,01/01/2017,free transfer,01/01/2016
3407,3407,3945,5376,5376,5376,5376,5376,Kryvbas Kryvyi Rig,Vyacheslav Nivinskyi,31/03/1974,Centre-Back,Retired,01/07/2009,?,01/07/2007
3408,3408,3946,5377,5377,5377,5377,5377,Kryvbas Kryvyi Rig,Oleksandr Shevelyukhin,27/08/1982,Centre-Back,Silesia Lubomia,19/02/2022,-,01/07/2021
3409,3409,3947,5378,5378,5378,5378,5378,Kryvbas Kryvyi Rig,Oleksandr Poklonskyi,22/01/1975,Centre-Back,Retired,01/07/2009,free transfer,01/03/2009
3410,3410,3948,5379,5379,5379,5379,5379,Kryvbas Kryvyi Rig,Denys Kolchin,13/10/1977,Centre-Back,Retired,01/01/2009,?,01/01/2008
3411,3411,3949,5380,5380,5380,5380,5380,Kryvbas Kryvyi Rig,Oleg Kotelyukh,19/06/1979,Centre-Back,Unknown,21/09/2016,free transfer,29/02/2016
3412,3412,3950,5384,5384,5384,5384,5384,Kryvbas Kryvyi Rig,Oleksandr Goryainov,29/06/1975,Goalkeeper,Retired,01/07/2017,free transfer,16/08/2016
3413,3413,3951,5385,5385,5385,5385,5385,Kryvbas Kryvyi Rig,Andriy Kuraev,19/12/1972,Goalkeeper,Retired,01/01/2006,?,01/07/2005
3414,3414,3952,5387,5387,5387,5387,5387,Kryvbas Kryvyi Rig,Yuriy Nikitenko,28/03/1974,Goalkeeper,Retired,01/01/2009,?,01/07/2007
3415,3415,3953,5388,5388,5388,5388,5388,Kryvbas Kryvyi Rig,Ilya Blyznyuk,28/07/1973,Goalkeeper,Retired,01/01/2008,?,01/01/2007
3416,3416,3954,5390,5390,5390,5390,5390,Volyn Lutsk,Vasyl Tovkatskyi,14/01/1983,Centre-Forward,Retired,31/12/2015,-,01/07/2014
3417,3417,3955,5392,5392,5392,5392,5392,Volyn Lutsk,Marko Devic,27/10/1983,Centre-Forward,Retired,01/07/2020,free transfer,17/01/2020
3418,3418,3956,5393,5393,5393,5393,5393,Volyn Lutsk,Michael Chidi Alozie,16/10/1986,Centre-Forward,Retired,01/01/2016,-,01/09/2015
3419,3419,3957,5396,5396,5396,5396,5396,Volyn Lutsk,Ivan Semiryak,17/04/1986,,Chervonograd,05/05/2021,free transfer,30/08/2018
3420,3420,3958,5399,5399,5399,5399,5399,Volyn Lutsk,Roman Maksymyuk,14/06/1974,Left Midfield,Retired,01/01/2012,free transfer,01/07/2010
3421,3421,3959,5400,5400,5400,5400,5400,Volyn Lutsk,Pavlo Rybkovskyi,12/07/1989,Right Midfield,Unknown,30/03/2022,?,01/09/2018
3422,3422,3960,5401,5401,5401,5401,5401,Volyn Lutsk,Oleg Gerasymyuk,25/09/1986,Central Midfield,Without Club,01/07/2022,free transfer,04/02/2022
3423,3423,3961,5402,5402,5402,5402,5402,Volyn Lutsk,Yaroslav Khoma,17/02/1974,Central Midfield,Retired,01/07/2006,free transfer,01/07/2006
3424,3424,3962,5406,5406,5406,5406,5406,Volyn Lutsk,Oleg Kravchuk,29/07/1985,midfield,Retired,01/01/2012,?,01/07/2010
3425,3425,3963,5407,5407,5407,5407,5407,Volyn Lutsk,Volodymyr Gashchyn,02/01/1972,midfield,Retired,01/01/2007,?,01/01/2001
3426,3426,3964,5411,5411,5411,5411,5411,Volyn Lutsk,Cornel Buta,01/11/1977,Right-Back,Retired,01/01/2012,?,01/07/2010
3427,3427,3965,5412,5412,5412,5412,5412,Volyn Lutsk,Zdravko Saraba,15/05/1980,Left-Back,Retired,01/07/2014,free transfer,01/07/2010
3428,3428,3966,5416,5416,5416,5416,5416,Volyn Lutsk,Oleg Ratiy,05/07/1970,,Retired,01/01/2007,?,01/07/2006
3429,3429,3967,5418,5418,5418,5418,5418,Volyn Lutsk,Miodrag Dzudovic,06/09/1979,Centre-Back,Retired,01/01/2015,free transfer,02/03/2014
3430,3430,3968,5420,5420,5420,5420,5420,Volyn Lutsk,Papa Gueye,07/06/1984,Centre-Back,Retired,06/07/2021,-,12/10/2020
3431,3431,3969,5429,5429,5429,5429,5429,Volyn Lutsk,Vitaliy Postranskyi,02/08/1977,Goalkeeper,Novi Sanzhary,18/08/2022,-,11/05/2021
3432,3432,3970,5430,5430,5430,5430,5430,Volyn Lutsk,Vitaliy Nedilko,21/08/1982,Goalkeeper,Without Club,01/07/2022,-,01/07/2006
3433,3433,3971,5434,5434,5434,5434,5434,Stal Alchevsk,Burnel Okana-Stasi,10/07/1983,Centre-Forward,Hatyai United,23/07/2022,free transfer,14/04/2021
3434,3434,3972,5437,5437,5437,5437,5437,Stal Alchevsk,Oleksandr Akymenko,05/09/1985,attack,Retired,01/01/2022,free transfer,01/01/2021
3435,3435,3973,5440,5440,5440,5440,5440,Stal Alchevsk,Oleksandr Savanchuk,09/10/1982,Right Midfield,Retired,01/07/2014,free transfer,01/03/2009
3436,3436,3974,5441,5441,5441,5441,5441,Stal Alchevsk,Gennadiy Zubov,12/09/1977,Right Midfield,Retired,01/10/2007,free transfer,01/07/2007
