,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,teams,playerprofile,birthdate,position,retiredOrNot,retirementDate,lastTransferFee,lastTransferDate
5459,5459,5459,5459,Stal Alchevsk,Vadym Startsev,22/03/1978,Goalkeeper,Retired,,free transfer,01/07/2008
5460,5460,5460,5460,Stal Alchevsk,Andriy Komarytskyi,02/02/1982,Goalkeeper,Retired,01/01/2016,-,01/01/2015
5461,5461,5461,5461,Arsenal Kyiv,Maciej Kowalczyk,06/03/1977,Centre-Forward,Retired,,free transfer,01/10/2017
5462,5462,5462,5462,Arsenal Kyiv,Vladimir Ribic,28/03/1981,Centre-Forward,Retired,,?,01/01/2011
5463,5463,5463,5463,Arsenal Kyiv,Ivan Peric,05/05/1982,Centre-Forward,Retired,07/01/2016,free transfer,30/01/2016
5464,5464,5464,5464,Arsenal Kyiv,Emmanuel Osei Okoduwa,21/11/1983,Centre-Forward,Retired,12/01/2012,free transfer,01/07/2012
5465,5465,5465,5465,Arsenal Kyiv,Oleksandr Batalskyi,28/10/1986,Centre-Forward,FK Obolon,07/23/2019,free transfer,01/01/2019
5466,5466,5466,5466,Arsenal Kyiv,Dmytro Vorobey,10/05/1985,Right Winger,Retired,,free transfer,12/08/2016
5467,5467,5467,5467,Arsenal Kyiv,Kostyantyn Yaroshenko,12/09/1986,Attacking Midfield,Thróttur,05/11/2022,free transfer,18/02/2020
5468,5468,5468,5468,Arsenal Kyiv,Oleksiy Ivanov,09/01/1978,Attacking Midfield,Retired,01/01/2011,-,01/07/2010
5469,5469,5469,5469,Arsenal Kyiv,Sergiy Mizin,25/09/1972,Attacking Midfield,Retired,,€8Th.,01/07/2004
5470,5470,5470,5470,Arsenal Kyiv,Oleksandr Sytnyk,02/01/1985,Right Midfield,Retired,,?,01/01/2019
5471,5471,5471,5471,Arsenal Kyiv,Igor Kostyuk,14/09/1975,Right Midfield,Retired,07/01/2008,free transfer,01/01/2006
5472,5472,5472,5472,Arsenal Kyiv,Vasyl Kardash,14/01/1973,Central Midfield,Retired,07/01/2007,?,01/01/2003
5473,5473,5473,5473,Arsenal Kyiv,Sergiy Konovalov,01/03/1972,Central Midfield,Retired,07/01/2006,free transfer,01/01/2006
5474,5474,5474,5474,Arsenal Kyiv,Igor Skoba,21/05/1982,Central Midfield,Retired,,free transfer,02/09/2015
5475,5475,5475,5475,Arsenal Kyiv,Volodymyr Chernikov,15/01/1982,Defensive Midfield,Retired,,free transfer,01/01/2009
5476,5476,5476,5476,Arsenal Kyiv,Aleksey Uvarov,01/06/1981,Defensive Midfield,Retired,,free transfer,01/01/2010
5477,5477,5477,5477,Arsenal Kyiv,Patrick Ebanda,05/09/1978,Defensive Midfield,Retired,07/01/2014,free transfer,01/07/2013
5478,5478,5478,5478,Arsenal Kyiv,Jaba Kankava,18/03/1986,Defensive Midfield,Slo. Bratislava,07/01/2021,free transfer,16/01/2021
5479,5479,5479,5479,Arsenal Kyiv,Andrey Ryabykh,16/05/1982,midfield,Retired,,free transfer,01/01/2010
5480,5480,5480,5480,Arsenal Kyiv,Vitaliy Rozgon,23/03/1980,Right-Back,Retired,,?,25/07/2013
5481,5481,5481,5481,Arsenal Kyiv,Dario Brgles,15/04/1977,Right-Back,NK Granicar Djurdjevac,01/01/2012,free transfer,01/07/2011
5482,5482,5482,5482,Arsenal Kyiv,Andriy Bashlay,16/02/1985,Right-Back,Retired,,free transfer,01/12/2014
5483,5483,5483,5483,Arsenal Kyiv,Sergey Kryuchikhin,15/01/1984,Left-Back,Retired,01/01/2020,free transfer,01/01/2018
5484,5484,5484,5484,Arsenal Kyiv,Oleksandr Romanchuk,21/10/1984,Left-Back,Retired,01/10/2015,free transfer,27/02/2014
5485,5485,5485,5485,Arsenal Kyiv,Seweryn Gancarczyk,22/11/1981,Left-Back,Retired,03/19/2022,free transfer,19/07/2019
5486,5486,5486,5486,Arsenal Kyiv,Andriy Chernov,19/10/1979,Centre-Back,Retired,01/01/2009,?,01/07/2006
5487,5487,5487,5487,Arsenal Kyiv,Ivan Baranov,16/06/1985,Centre-Back,Retired,01/01/2010,?,01/07/2007
5488,5488,5488,5488,Arsenal Kyiv,Oleg Shandruk,30/01/1983,Centre-Back,Retired,01/01/2020,-,16/08/2019
5489,5489,5489,5489,Arsenal Kyiv,Ivica Piric,24/01/1977,Centre-Back,Retired,10/01/2010,free transfer,01/02/2009
5490,5490,5490,5490,Arsenal Kyiv,Mirko Bunjevcevic,05/02/1978,Centre-Back,Retired,,?,01/07/2014
5491,5491,5491,5491,Arsenal Kyiv,Yuriy Benyo,25/04/1974,Centre-Back,Retired,11/01/2009,-,01/09/2009
5492,5492,5492,5492,Arsenal Kyiv,Vyacheslav Sviderskyi,01/01/1979,Centre-Back,Retired,,-,01/03/2012
5493,5493,5493,5493,Arsenal Kyiv,Volodymyr Anikeev,16/01/1976,Defender,Retired,01/01/2006,?,01/01/2004
5494,5494,5494,5494,Arsenal Kyiv,Oleksandr Pershin,23/06/1977,Defender,Retired,04/01/2008,?,01/07/2006
5495,5495,5495,5495,Arsenal Kyiv,Vadym Deonas,25/07/1975,Goalkeeper,Retired,,free transfer,14/01/2012
5496,5496,5496,5496,Arsenal Kyiv,Sergiy Vokalchuk,02/01/1982,Goalkeeper,Retired,,free transfer,16/07/2011
5497,5497,5497,5497,Arsenal Kyiv,Roman Bayrashevskyi,07/08/1974,Goalkeeper,Retired,,free transfer,01/07/2009
5498,5498,5498,5498,Arsenal Kyiv,Igor Bazhan,02/12/1981,Goalkeeper,Retired,,free transfer,01/07/2010
5499,5499,5499,5499,Vorskla Poltava,Igor Shvets,14/03/1985,Centre-Forward,Retired,,free transfer,11/08/2017
5500,5500,5500,5500,Vorskla Poltava,Catalin Lichioiu,20/01/1982,Centre-Forward,Retired,,free transfer,01/01/2013
5501,5501,5501,5501,Vorskla Poltava,Anton Kovalevskiy,02/08/1984,Second Striker,Retired,,free transfer,01/07/2014
5502,5502,5502,5502,Vorskla Poltava,Dmitri Brovkin,11/05/1984,Second Striker,Retired,,free transfer,30/09/2020
5503,5503,5503,5503,Vorskla Poltava,Sergiy Dyachenko,22/11/1984,Right Winger,Retired,,-,01/07/2013
5504,5504,5504,5504,Vorskla Poltava,Mykhaylo Bondarenko,02/11/1986,attack,Retired,01/01/2016,-,01/01/2009
5505,5505,5505,5505,Vorskla Poltava,Maksym Karpenko,12/07/1985,attack,Retired,01/01/2007,free transfer,01/01/2006
5506,5506,5506,5506,Vorskla Poltava,Pavlo Rebenok,23/07/1985,Left Midfield,Retired,07/01/2021,free transfer,22/01/2016
5507,5507,5507,5507,Vorskla Poltava,Volodymyr Popov,24/10/1981,Right Midfield,Retired,07/01/2011,free transfer,01/07/2009
5508,5508,5508,5508,Vorskla Poltava,Sergiu Epureanu,12/09/1976,Central Midfield,Retired,,free transfer,01/01/2011
5509,5509,5509,5509,Vorskla Poltava,Sergiy Kravchenko,24/04/1983,Central Midfield,Chornomorets,02/02/2021,free transfer,06/07/2017
5510,5510,5510,5510,Vorskla Poltava,Sofiene Melliti,18/08/1978,Central Midfield,Retired,,free transfer,01/08/2006
5511,5511,5511,5511,Vorskla Poltava,Oleksandr Poliyanchuk,25/10/1985,midfield,Unknown,,free transfer,01/07/2008
5512,5512,5512,5512,Vorskla Poltava,Denys Onyshchenko,15/09/1978,midfield,Retired,07/01/2008,free transfer,01/07/2007
5513,5513,5513,5513,Vorskla Poltava,Grygoriy Yarmash,04/01/1985,Right-Back,Retired,07/01/2017,?,01/01/2011
5514,5514,5514,5514,Vorskla Poltava,Volodymyr Olefir,26/02/1980,Right-Back,Retired,,free transfer,14/02/2013
5515,5515,5515,5515,Vorskla Poltava,Sergiy Radevych,04/01/1984,Left-Back,Retired,,free transfer,20/05/2015
5516,5516,5516,5516,Vorskla Poltava,Denys Stoyan,24/08/1981,Left-Back,Retired,07/01/2015,-,01/01/2014
5517,5517,5517,5517,Vorskla Poltava,Oleksandr Polunytskyi,16/01/1985,Centre-Back,Retired,,-,01/07/2014
5518,5518,5518,5518,Vorskla Poltava,Oleksandr Chyzhov,10/08/1986,Centre-Back,Retired,04/29/2021,free transfer,01/07/2019
5519,5519,5519,5519,Vorskla Poltava,Debatik Curri,28/12/1983,Centre-Back,Retired,08/04/2018,free transfer,01/07/2016
5520,5520,5520,5520,Vorskla Poltava,Gennadiy Medvedev,07/02/1975,Centre-Back,Retired,01/01/2011,End of loan,31/12/2000
5521,5521,5521,5521,Vorskla Poltava,Sasa Djuricic,01/08/1979,Centre-Back,Uskok,03/01/2012,-,01/10/2011
5522,5522,5522,5522,Vorskla Poltava,Armend Dallku,16/06/1983,Centre-Back,Retired,07/18/2019,free transfer,01/07/2016
5523,5523,5523,5523,Vorskla Poltava,Denis Glavina,03/03/1986,Centre-Back,Rohrbach/Berg,07/01/2022,free transfer,27/08/2020
5524,5524,5524,5524,Vorskla Poltava,Anatoliy Podrobakha,06/12/1982,,Retired,,free transfer,14/04/2010
5525,5525,5525,5525,Vorskla Poltava,Sergiy Dolganskyi,15/09/1974,Goalkeeper,Retired,01/01/2018,-,03/05/2017
5526,5526,5526,5526,Vorskla Poltava,Andriy Pyatov,28/06/1984,Goalkeeper,Shakhtar D.,01/01/2007,loan transfer,02/01/2007
5527,5527,5527,5527,Metalist Kharkiv (- 2016),Ruslan Fomin,02/03/1986,Centre-Forward,Retired,07/01/2022,free transfer,01/08/2020
5528,5528,5528,5528,Metalist Kharkiv (- 2016),Lasha Jakobia,20/08/1980,Centre-Forward,Retired,,free transfer,01/07/2011
5529,5529,5529,5529,Metalist Kharkiv (- 2016),Sergiy Davydov,16/12/1984,Centre-Forward,Retired,,free transfer,10/08/2020
5530,5530,5530,5530,Metalist Kharkiv (- 2016),Anatoliy Didenko,09/06/1982,Centre-Forward,Retired,01/11/2019,free transfer,05/07/2018
5531,5531,5531,5531,Metalist Kharkiv (- 2016),Karen Oganyan,25/06/1982,Centre-Forward,Retired,,free transfer,01/07/2011
5532,5532,5532,5532,Metalist Kharkiv (- 2016),Yuri Petrov,18/07/1974,Centre-Forward,Retired,,free transfer,01/07/2008
5533,5533,5533,5533,Metalist Kharkiv (- 2016),Miljan Mrdakovic,06/05/1982,Centre-Forward,,,free transfer,19/01/2017
5534,5534,5534,5534,Metalist Kharkiv (- 2016),Anton Postupalenko,28/08/1988,Attacking Midfield,Retired,07/01/2022,free transfer,18/08/2020
5535,5535,5535,5535,Metalist Kharkiv (- 2016),Sergey Kuznetsov,03/11/1979,Right Midfield,Retired,,-,01/01/2014
5536,5536,5536,5536,Metalist Kharkiv (- 2016),Andriy Spevak,04/01/1976,Central Midfield,Retired,,?,01/07/2005
5537,5537,5537,5537,Metalist Kharkiv (- 2016),Ruslan Yarosh,31/08/1979,Central Midfield,Retired,07/01/2009,?,01/01/2008
5538,5538,5538,5538,Metalist Kharkiv (- 2016),Sergiy Valyaev,16/09/1978,Central Midfield,Retired,11/26/2013,free transfer,01/08/2013
5539,5539,5539,5539,Metalist Kharkiv (- 2016),Marcos Paulo,11/05/1977,Central Midfield,Retired,,free transfer,01/01/2011
5540,5540,5540,5540,Metalist Kharkiv (- 2016),Valentyn Slyusar,15/09/1977,Defensive Midfield,Retired,07/01/2012,free transfer,01/07/2010
5541,5541,5541,5541,Metalist Kharkiv (- 2016),Viktor Melnyk,11/08/1980,Defensive Midfield,Retired,,-,01/07/2013
5542,5542,5542,5542,Metalist Kharkiv (- 2016),Sergiy Kostyuk,05/03/1986,Defensive Midfield,Without Club,07/01/2022,?,01/08/2017
5543,5543,5543,5543,Metalist Kharkiv (- 2016),Jader da Silva Brazeiro,21/02/1984,midfield,Retired,,free transfer,01/11/2008
5544,5544,5544,5544,Metalist Kharkiv (- 2016),Oleksiy Oliynyk,14/11/1977,midfield,Retired,,free transfer,01/07/2009
5545,5545,5545,5545,Metalist Kharkiv (- 2016),Oleksandr Gonchar,25/02/1980,midfield,Retired,,free transfer,01/07/2009
5546,5546,5546,5546,Metalist Kharkiv (- 2016),Andriy Khomyn,02/01/1982,Right-Back,Retired,07/01/2017,-,31/03/2017
5547,5547,5547,5547,Metalist Kharkiv (- 2016),Vitalie Bordian,11/08/1984,Right-Back,Austria XIII,07/01/2020,-,06/08/2019
5548,5548,5548,5548,Metalist Kharkiv (- 2016),Aleksandr Danilov,10/09/1980,Left-Back,Retired,,-,01/03/2019
5549,5549,5549,5549,Metalist Kharkiv (- 2016),Oleksandr Kucher,22/10/1982,Centre-Back,Retired,10/06/2020,?,01/07/2020
5550,5550,5550,5550,Metalist Kharkiv (- 2016),Oleksiy Kryvosheev,22/02/1984,Centre-Back,Retired,,-,27/08/2013
5551,5551,5551,5551,Metalist Kharkiv (- 2016),Oleg Glushok,30/01/1980,Centre-Back,Unknown,07/01/2008,free transfer,01/07/2007
5552,5552,5552,5552,Metalist Kharkiv (- 2016),Evgeni Varlamov,25/07/1975,Centre-Back,Retired,01/01/2008,?,01/01/2006
5553,5553,5553,5553,Metalist Kharkiv (- 2016),Oleksandr Babych,15/02/1979,Centre-Back,Retired,,?,01/01/2009
5554,5554,5554,5554,Metalist Kharkiv (- 2016),Andriy Khanas,26/07/1984,Defender,Retired,,free transfer,02/08/2018
5555,5555,5555,5555,Metalist Kharkiv (- 2016),Oleksandr Gumenyuk,06/10/1976,Goalkeeper,Retired,,free transfer,01/01/2008
5556,5556,5556,5556,Metalist Kharkiv (- 2016),Oleg Ostapenko,27/10/1977,Goalkeeper,Retired,09/01/2012,free transfer,01/01/2012
5557,5557,5557,5557,SK Tavriya Simferopol,Oleksandr Kovpak,02/02/1983,Centre-Forward,Retired,02/04/2021,free transfer,07/07/2020
5558,5558,5558,5558,SK Tavriya Simferopol,Volodymyr Gomenyuk,19/07/1985,Centre-Forward,Retired,01/24/2016,-,17/07/2015
5559,5559,5559,5559,SK Tavriya Simferopol,Vyacheslav Vishnevskiy,16/04/1977,Right Winger,Retired,,free transfer,01/01/2011
5560,5560,5560,5560,SK Tavriya Simferopol,Volodymyr Postolatyev,25/08/1979,attack,Retired,,-,01/02/2011
5561,5561,5561,5561,SK Tavriya Simferopol,Junior,20/09/1978,Attacking Midfield,Retired,,-,01/09/2010
5562,5562,5562,5562,SK Tavriya Simferopol,Oleg Pestryakov,05/08/1974,Left Midfield,Retired,07/01/2006,?,01/07/2005
5563,5563,5563,5563,SK Tavriya Simferopol,Sergiy Sibiryakov,01/01/1982,Right Midfield,Retired,01/01/2016,-,01/01/2015
5564,5564,5564,5564,SK Tavriya Simferopol,Nerijus Vasiliauskas,20/06/1977,Right Midfield,Retired,,?,01/01/2011
5565,5565,5565,5565,SK Tavriya Simferopol,Ivan Kozoriz,14/09/1979,Central Midfield,Retired,,-,01/07/2014
5566,5566,5566,5566,SK Tavriya Simferopol,Aleksey Osipov,02/11/1975,Central Midfield,Retired,07/01/2009,?,01/07/2007
5567,5567,5567,5567,SK Tavriya Simferopol,Artem Stargorodskyi,17/01/1982,Central Midfield,Shturm Ivankiv,08/13/2022,-,31/03/2022
5568,5568,5568,5568,SK Tavriya Simferopol,Edmar Galovskyi,16/06/1980,Central Midfield,Retired,07/01/2019,free transfer,23/04/2018
5569,5569,5569,5569,SK Tavriya Simferopol,Andriy Smalko,22/01/1981,Central Midfield,Retired,,?,01/02/2017
5570,5570,5570,5570,SK Tavriya Simferopol,Oleksiy Godin,02/02/1983,Central Midfield,Retired,07/01/2018,-,10/01/2018
5571,5571,5571,5571,SK Tavriya Simferopol,Andriy Kornev,01/11/1978,Defensive Midfield,Retired,07/01/2021,-,16/08/2020
5572,5572,5572,5572,SK Tavriya Simferopol,Sergiy Snytko,31/03/1975,Defensive Midfield,Retired,,-,01/07/2011
5573,5573,5573,5573,SK Tavriya Simferopol,Yuriy Seleznyov,18/12/1975,midfield,Retired,,?,01/07/2006
5574,5574,5574,5574,SK Tavriya Simferopol,Yuriy Dmytrulin,10/02/1975,Right-Back,Retired,07/01/2007,free transfer,01/07/2006
5575,5575,5575,5575,SK Tavriya Simferopol,Andrius Joksas,12/01/1979,Left-Back,Retired,,free transfer,01/01/2013
5576,5576,5576,5576,SK Tavriya Simferopol,Yevgen Karmalita,12/04/1983,,Without Club,,free transfer,01/04/2019
5577,5577,5577,5577,SK Tavriya Simferopol,Anatoliy Matkevych,17/06/1977,Centre-Back,Retired,,?,28/04/2014
5578,5578,5578,5578,SK Tavriya Simferopol,Vadym Melnyk,16/05/1980,Centre-Back,Retired,06/30/2018,free transfer,01/07/2012
5579,5579,5579,5579,SK Tavriya Simferopol,Sergiy Litovchenko,30/01/1979,Centre-Back,Retired,,free transfer,20/07/2015
5580,5580,5580,5580,SK Tavriya Simferopol,Anton Monakhov,31/01/1982,Centre-Back,TSK-Tavriya,01/01/2015,-,26/07/2014
5581,5581,5581,5581,SK Tavriya Simferopol,Oleksandr Chyzhevskyi,27/05/1971,Centre-Back,Retired,07/01/2010,free transfer,01/07/2006
5582,5582,5582,5582,SK Tavriya Simferopol,Sasa Cilinsek,28/01/1982,Centre-Back,Retired,07/01/2016,free transfer,01/01/2016
5583,5583,5583,5583,SK Tavriya Simferopol,Audrius Veikutis,23/07/1979,Centre-Back,Retired,,?,04/05/2017
5584,5584,5584,5584,SK Tavriya Simferopol,Aleksandre Amisulashvili,20/08/1982,Centre-Back,Retired,11/04/2016,free transfer,11/01/2016
5585,5585,5585,5585,SK Tavriya Simferopol,Oleksandr Golovko,06/01/1972,Centre-Back,Retired,07/01/2006,?,01/07/2005
5586,5586,5586,5586,SK Tavriya Simferopol,Fedir Prokhorov,24/04/1981,Defender,Retired,,-,01/07/2012
5587,5587,5587,5587,SK Tavriya Simferopol,Oleksandr Babak,03/02/1979,Goalkeeper,Retired,,free transfer,01/07/2014
5588,5588,5588,5588,SK Tavriya Simferopol,Sasa Todic,26/03/1974,Goalkeeper,Retired,07/01/2011,free transfer,01/07/2009
5589,5589,5589,5589,SK Tavriya Simferopol,Vitaliy Reva,19/11/1974,Goalkeeper,Retired,03/31/2022,-,01/01/2021
5590,5590,5590,5590,Metalurg Zaporizhya (-2016),Sergiy Silyuk,05/06/1985,Centre-Forward,Unknown,07/01/2018,free transfer,01/07/2016
5591,5591,5591,5591,Metalurg Zaporizhya (-2016),Mirko Selak,30/01/1978,Centre-Forward,Retired,,?,04/09/2013
5592,5592,5592,5592,Metalurg Zaporizhya (-2016),Irakli Modebadze,04/10/1984,Centre-Forward,Retired,,?,01/07/2014
5593,5593,5593,5593,Metalurg Zaporizhya (-2016),Andriy Kruglyak,22/04/1986,Centre-Forward,Retired,,?,19/09/2013
5594,5594,5594,5594,Metalurg Zaporizhya (-2016),Maksim Aristarkhov,09/03/1980,Centre-Forward,Retired,,free transfer,01/01/2011
5595,5595,5595,5595,Metalurg Zaporizhya (-2016),Miodrag Andjelkovic,07/02/1977,Centre-Forward,Retired,,free transfer,01/07/2011
5596,5596,5596,5596,Metalurg Zaporizhya (-2016),Ruslan Lyubarskyi,29/09/1973,Right Winger,Retired,,?,17/07/2015
5597,5597,5597,5597,Metalurg Zaporizhya (-2016),Volodymyr Arzhanov,29/11/1985,Right Winger,Retired,01/01/2022,-,24/06/2020
5598,5598,5598,5598,Metalurg Zaporizhya (-2016),Sergiy Shyshchenko,13/01/1976,Left Winger,Retired,01/01/2010,free transfer,01/07/2008
5599,5599,5599,5599,Metalurg Zaporizhya (-2016),Roman Karakevych,13/11/1981,attack,Retired,,free transfer,02/08/2016
5600,5600,5600,5600,Metalurg Zaporizhya (-2016),Sergiy Morozov,03/01/1986,,Without Club,,?,01/07/2009
5601,5601,5601,5601,Metalurg Zaporizhya (-2016),Valeriy Kryventsov,31/07/1973,Attacking Midfield,Retired,07/01/2006,?,01/07/2004
5602,5602,5602,5602,Metalurg Zaporizhya (-2016),Vladimir Korytko,06/07/1979,Attacking Midfield,Retired,03/29/2017,?,11/07/2015
5603,5603,5603,5603,Metalurg Zaporizhya (-2016),Darko Tasevski,20/05/1984,Attacking Midfield,Slavia Sofia,01/01/2019,free transfer,24/01/2017
5604,5604,5604,5604,Metalurg Zaporizhya (-2016),Danco Masev,16/12/1983,Attacking Midfield,Retired,,free transfer,01/01/2011
5605,5605,5605,5605,Metalurg Zaporizhya (-2016),Andrey Demchenko,20/08/1976,Attacking Midfield,Retired,10/01/2010,free transfer,01/07/2010
5606,5606,5606,5606,Metalurg Zaporizhya (-2016),Yaroslav Vyshnyak,22/07/1982,Attacking Midfield,Retired,,free transfer,01/01/2014
5607,5607,5607,5607,Metalurg Zaporizhya (-2016),Oleksandr Aliyev,03/02/1985,Attacking Midfield,Retired,01/01/2021,-,01/01/2019
5608,5608,5608,5608,Metalurg Zaporizhya (-2016),Ljubisa Rankovic,10/12/1973,Left Midfield,Retired,,free transfer,01/01/2007
5609,5609,5609,5609,Metalurg Zaporizhya (-2016),Yevgen Pisotskyi,22/04/1987,Right Midfield,Without Club,01/01/2022,-,14/04/2021
5610,5610,5610,5610,Metalurg Zaporizhya (-2016),Igor Luchkevych,19/02/1973,Right Midfield,Retired,07/01/2006,?,01/01/2004
5611,5611,5611,5611,Metalurg Zaporizhya (-2016),Anton Gay,25/08/1986,Central Midfield,Retired,,-,01/04/2013
5612,5612,5612,5612,Metalurg Zaporizhya (-2016),Bledi Shkëmbi,13/08/1979,Central Midfield,Retired,07/01/2016,?,01/07/2010
5613,5613,5613,5613,Metalurg Zaporizhya (-2016),Sergiy Nagornyak,05/09/1971,Central Midfield,Retired,07/01/2006,free transfer,01/07/2005
5614,5614,5614,5614,Metalurg Zaporizhya (-2016),Maksym Trusevych,01/08/1985,Defensive Midfield,Retired,07/01/2021,free transfer,01/01/2020
5615,5615,5615,5615,Metalurg Zaporizhya (-2016),German Kutarba,10/09/1978,Defensive Midfield,Retired,,-,01/01/2011
5616,5616,5616,5616,Metalurg Zaporizhya (-2016),Evgeniy Bredun,10/09/1982,Defensive Midfield,Retired,,free transfer,15/08/2018
5617,5617,5617,5617,Metalurg Zaporizhya (-2016),Dema Kovalenko,28/08/1977,Defensive Midfield,Retired,,?,15/01/2009
5618,5618,5618,5618,Metalurg Zaporizhya (-2016),Spomenko Bosnjak,17/07/1973,midfield,Retired,12/01/2007,?,01/07/2006
5619,5619,5619,5619,Metalurg Zaporizhya (-2016),Armen Akopyan,15/01/1980,,Retired,01/01/2012,free transfer,01/07/2011
5620,5620,5620,5620,Metalurg Zaporizhya (-2016),Aleksandar Tomash,02/09/1978,Right-Back,Retired,07/01/2012,free transfer,01/08/2011
5621,5621,5621,5621,Metalurg Zaporizhya (-2016),Davit Kvirkvelia,27/06/1980,Left-Back,Retired,,free transfer,01/01/2018
5622,5622,5622,5622,Metalurg Zaporizhya (-2016),Volodymyr Polyovyi,28/07/1985,Left-Back,MFK Metalurg,09/02/2020,free transfer,06/07/2017
5623,5623,5623,5623,Metalurg Zaporizhya (-2016),Vitaliy Vernydub,17/10/1987,Centre-Back,Kryvbas,07/01/2022,free transfer,01/07/2018
5624,5624,5624,5624,Metalurg Zaporizhya (-2016),Artem Chelyadinskiy,29/12/1977,Centre-Back,Retired,,-,01/01/2021
5625,5625,5625,5625,Metalurg Zaporizhya (-2016),Oleg Karamushka,30/04/1984,Centre-Back,Retired,,-,02/04/2021
5626,5626,5626,5626,Metalurg Zaporizhya (-2016),Tefik Osmani,08/06/1985,Centre-Back,Retired,,free transfer,20/07/2019
5627,5627,5627,5627,Metalurg Zaporizhya (-2016),Dmytro Nevmyvaka,19/03/1984,Centre-Back,Retired,07/01/2018,free transfer,17/03/2016
5628,5628,5628,5628,Metalurg Zaporizhya (-2016),Sergiy Popov,22/04/1971,Centre-Back,Retired,11/01/2005,free transfer,01/07/2004
5629,5629,5629,5629,Metalurg Zaporizhya (-2016),Sergey Shtanyuk,13/08/1973,Centre-Back,Retired,01/01/2010,free transfer,01/01/2009
5630,5630,5630,5630,Metalurg Zaporizhya (-2016),Dmytro Chygrynskyi,07/11/1986,Centre-Back,Ionikos Nikeas,09/10/2021,-,01/07/2021
5631,5631,5631,5631,Metalurg Zaporizhya (-2016),Igor Mitreski,19/02/1979,Centre-Back,Retired,,free transfer,01/07/2010
5632,5632,5632,5632,Metalurg Zaporizhya (-2016),Maksym Kuchynskyi,28/06/1988,Goalkeeper,Tatran Presov,07/11/2022,End of loan,30/06/2022
5633,5633,5633,5633,Metalurg Zaporizhya (-2016),Yuriy Khriyenko,08/11/1976,Goalkeeper,Retired,,free transfer,01/07/2012
5634,5634,5634,5634,Metalurg Zaporizhya (-2016),Dmytro Bezotosnyi,15/11/1983,Goalkeeper,Retired,10/21/2019,free transfer,10/07/2019
5635,5635,5635,5635,Metalurg Zaporizhya (-2016),Andriy Tlumak,07/03/1979,Goalkeeper,Retired,07/01/2017,free transfer,01/01/2014
5636,5636,5636,5636,Metalurg Zaporizhya (-2016),Andriy Glushchenko,18/03/1974,Goalkeeper,Retired,12/25/2014,-,08/08/2013
5637,5637,5637,5637,Metalurg Zaporizhya (-2016),Dmytro Vorobyov,27/07/1977,Goalkeeper,Retired,07/01/2015,-,16/02/2015
5638,5638,5638,5638,Dnipro Dnipropetrovsk (-2020),Kostyantyn Balabanov,13/08/1982,Centre-Forward,Retired,07/01/2013,-,06/07/2012
5639,5639,5639,5639,Dnipro Dnipropetrovsk (-2020),Sergiy Motuz,06/07/1982,Centre-Forward,Retired,07/01/2013,free transfer,01/03/2013
5640,5640,5640,5640,Dnipro Dnipropetrovsk (-2020),Sergey Kornilenko,14/06/1983,Centre-Forward,Retired,07/01/2021,-,18/02/2021
5641,5641,5641,5641,Dnipro Dnipropetrovsk (-2020),Oleksandr Melashchenko,13/12/1978,Centre-Forward,Retired,,free transfer,01/06/2010
5642,5642,5642,5642,Dnipro Dnipropetrovsk (-2020),Valeriy Kutsenko,02/11/1986,Attacking Midfield,Retired,01/01/2021,-,01/03/2020
5643,5643,5643,5643,Dnipro Dnipropetrovsk (-2020),Ruslan Kostyshyn,08/01/1977,Attacking Midfield,Retired,,free transfer,25/03/2014
5644,5644,5644,5644,Dnipro Dnipropetrovsk (-2020),Oleksandr Rykun,06/05/1978,Attacking Midfield,Retired,,free transfer,01/09/2010
5645,5645,5645,5645,Dnipro Dnipropetrovsk (-2020),Kostyantyn Kravchenko,24/09/1986,Attacking Midfield,Retired,03/12/2016,?,01/03/2016
5646,5646,5646,5646,Dnipro Dnipropetrovsk (-2020),Sergiy Nazarenko,16/02/1980,Attacking Midfield,Retired,06/30/2019,-,01/08/2018
5647,5647,5647,5647,Dnipro Dnipropetrovsk (-2020),Ivan Kotenko,28/04/1985,Left Midfield,Retired,,free transfer,04/09/2015
5648,5648,5648,5648,Dnipro Dnipropetrovsk (-2020),Georgi Peev,11/03/1979,Right Midfield,Retired,04/22/2016,€400Th.,01/01/2007
