,Unnamed: 0,teams,playerprofile,birthdate,position,retiredOrNot,retirementDate,lastTransferFee,lastTransferDate
5056,5056,Gaziantepspor,Ali Bayraktar,10/21/1985,Right Winger,Without Club,Trabzon,-,09/12/2018
5057,5057,Gaziantepspor,Erdal Kilicaslan,08/23/1984,Left Winger,Retired,11/30/2017,free transfer,07/27/2017
5058,5058,Gaziantepspor,Zdravko Lazarov,02/20/1976,Left Winger,Retired,,free transfer,01/01/2019
5059,5059,Gaziantepspor,Shingayi Kaondera,07/31/1982,Attacking Midfield,Retired,01/01/2013,free transfer,07/01/2012
5060,5060,Gaziantepspor,Faruk Bayar,10/11/1981,Left Midfield,Retired,Eskisehir,free transfer,07/17/2013
5061,5061,Gaziantepspor,Sevki Koc,01/01/1983,Right Midfield,Retired,,free transfer,09/20/2018
5062,5062,Gaziantepspor,Özgür Yildirim,04/12/1979,Central Midfield,Retired,,free transfer,09/05/2013
5063,5063,Gaziantepspor,Serkan Atak,01/03/1984,Central Midfield,Retired,07/01/2017,-,01/18/2017
5064,5064,Gaziantepspor,Engin Öztonga,08/10/1978,Central Midfield,Retired,07/01/2013,?,08/26/2011
5065,5065,Gaziantepspor,Sofiene Melliti,08/18/1978,Central Midfield,Retired,Siliana,free transfer,08/01/2006
5066,5066,Gaziantepspor,Sedat Agcay,09/22/1981,Defensive Midfield,Retired,08/04/2020,free transfer,08/04/2017
5067,5067,Gaziantepspor,Erdal Günes,03/29/1982,Defensive Midfield,Retired,07/01/2017,free transfer,02/03/2014
5068,5068,Gaziantepspor,Giani Kirita,03/03/1977,Defensive Midfield,Retired,,free transfer,08/01/2012
5069,5069,Gaziantepspor,Tareq Al Tayeb,02/28/1977,midfield,Retired,07/01/2016,?,07/01/2015
5070,5070,Gaziantepspor,Osman Simsek,12/27/1989,,K. Yildirimspor,01/18/2019,free transfer,10/05/2018
5071,5071,Gaziantepspor,Baris Durmaz,05/14/1981,Right-Back,Retired,,free transfer,10/06/2017
5072,5072,Gaziantepspor,Ekrem Dag,12/05/1980,Right-Back,Retired,07/01/2017,-,01/01/2017
5073,5073,Gaziantepspor,Ahmet Burak Solakel,03/01/1982,Left-Back,Retired,Izmir,free transfer,10/28/2021
5074,5074,Gaziantepspor,Orhan Tasdelen,02/06/1987,Left-Back,Without Club,,?,01/28/2021
5075,5075,Gaziantepspor,Ozan Tahtaisleyen,01/18/1985,Centre-Back,Retired,,free transfer,09/02/2020
5076,5076,Gaziantepspor,Mehmet Cogum,02/05/1983,Centre-Back,Retired,11/22/2014,-,01/30/2014
5077,5077,Gaziantepspor,Aytek Asikoglu,08/20/1982,Centre-Back,Retired,,free transfer,08/10/2018
5078,5078,Gaziantepspor,Hakan Korkmaz,11/01/1984,Centre-Back,Retired,Kayseri,-,09/01/2009
5079,5079,Gaziantepspor,Abdelilah Fahmi,08/03/1973,Centre-Back,Retired,07/01/2009,?,01/01/2007
5080,5080,Gaziantepspor,Bekir Irtegün,04/20/1984,Centre-Back,Retired,,-,09/02/2019
5081,5081,Gaziantepspor,Adem Dursun,12/26/1979,Centre-Back,Retired,07/01/2011,-,01/15/2011
5082,5082,Gaziantepspor,Hasan Yurt,06/13/1978,Centre-Back,Retired,07/01/2009,free transfer,07/20/2008
5083,5083,Gaziantepspor,Ferhat Kaya,03/11/1986,Goalkeeper,Without Club,07/01/2022,-,07/01/2021
5084,5084,Gaziantepspor,Tolgahan Acar,06/04/1986,Goalkeeper,Adana 1954 FK,09/08/2022,free transfer,01/12/2022
5085,5085,Gaziantepspor,Kaya Tarakci,04/23/1981,Goalkeeper,Retired,07/01/2021,-,01/10/2020
5086,5086,Gaziantepspor,Kenan Hasagic,02/01/1980,Goalkeeper,Retired,,free transfer,07/19/2007
5087,5087,Ankaraspor,Fatih Özece,02/03/1986,Centre-Forward,Retired,Manisa,free transfer,09/29/2017
5088,5088,Ankaraspor,Emre Aktas,09/23/1986,Centre-Forward,Gebzespor,09/02/2022,free transfer,09/15/2021
5089,5089,Ankaraspor,Jabá,05/20/1981,Centre-Forward,Retired,,free transfer,09/14/2020
5090,5090,Ankaraspor,Ersen Martin,05/23/1979,Centre-Forward,Retired,08/14/2013,free transfer,07/17/2012
5091,5091,Ankaraspor,Tita,07/20/1981,Left Winger,Retired,07/01/2019,free transfer,07/26/2018
5092,5092,Ankaraspor,Özer Hurmaci,11/20/1986,Attacking Midfield,Retired,03/11/2022,-,07/01/2021
5093,5093,Ankaraspor,Erman Özgür,04/13/1977,Attacking Midfield,Retired,07/01/2013,free transfer,08/23/2012
5094,5094,Ankaraspor,Emre Köksal,02/01/1986,,Without Club,Trabzon,free transfer,08/14/2017
5095,5095,Ankaraspor,Halit Köprülü,01/20/1978,Right Midfield,Retired,07/01/2011,free transfer,08/31/2010
5096,5096,Ankaraspor,Murat Erdogan,08/01/1976,Central Midfield,Retired,12/24/2012,free transfer,07/01/2012
5097,5097,Ankaraspor,Mustafa Sarp,11/05/1980,Defensive Midfield,Retired,Istanbul,-,12/29/2014
5098,5098,Ankaraspor,Hürriyet Gücer,10/25/1981,Defensive Midfield,Retired,Ankara,-,07/01/2018
5099,5099,Ankaraspor,Ümit Aydin,01/16/1980,Defensive Midfield,Retired,,-,02/01/2010
5100,5100,Ankaraspor,Balázs Molnár,07/01/1977,Defensive Midfield,Retired,07/01/2013,-,11/01/2011
5101,5101,Ankaraspor,Ahmet Yildirim,02/25/1974,Defensive Midfield,Retired,,-,01/04/2008
5102,5102,Ankaraspor,Gökhan Kiraz,04/28/1986,,Retired,07/01/2011,?,10/05/2010
5103,5103,Ankaraspor,Anil Abanoz,03/16/1987,Right-Back,Without Club,07/01/2022,-,09/24/2019
5104,5104,Ankaraspor,Mustafa Yalcinkaya,08/18/1981,Right-Back,Retired,,free transfer,07/19/2010
5105,5105,Ankaraspor,Hasan Yigit,01/02/1975,Right-Back,Retired,07/01/2011,free transfer,09/01/2010
5106,5106,Ankaraspor,Musa Büyük,05/22/1980,Right-Back,Retired,Istanbul,free transfer,09/04/2012
5107,5107,Ankaraspor,Wederson,07/22/1981,Left-Back,Retired,,-,07/01/2017
5108,5108,Ankaraspor,Ediz Bahtiyaroglu,01/02/1986,Centre-Back,,,End of loan,05/31/2011
5109,5109,Ankaraspor,Radoslav Batak,08/15/1977,Centre-Back,Retired,01/01/2013,free transfer,01/01/2012
5110,5110,Ankaraspor,Savas Bahadir,11/14/1976,Centre-Back,Retired,,-,02/14/2014
5111,5111,Ankaraspor,Adam Petrous,09/19/1977,Centre-Back,Retired,07/01/2019,?,08/09/2018
5112,5112,Ankaraspor,Kürsat Duymus,02/01/1979,Centre-Back,Retired,01/23/2013,?,09/02/2011
5113,5113,Ankaraspor,Özgür Bayer,04/04/1979,Centre-Back,Retired,07/09/2013,-,01/15/2013
5114,5114,Ankaraspor,Ramazan Tunc,09/17/1975,Centre-Back,Retired,01/18/2012,?,08/26/2011
5115,5115,Ankaraspor,Emrah Colak,07/29/1986,,Retired,,-,01/31/2013
5116,5116,Ankaraspor,Hakan Arikan,08/17/1982,Goalkeeper,Retired,,free transfer,07/19/2019
5117,5117,Ankaraspor,Iskender Aydemir,03/15/1986,Goalkeeper,Retired,,free transfer,01/01/2007
5118,5118,Ankaraspor,Cihan Kayaalp,04/30/1981,Goalkeeper,Retired,Bilecik,?,08/11/2008
5119,5119,Ankaraspor,Mehmet Ali Tunc,08/16/1981,Goalkeeper,Retired,,free transfer,10/19/2015
5120,5120,Ankaraspor,Richard Kingson,06/13/1978,Goalkeeper,Retired,,-,02/13/2015
5121,5121,Ankaraspor,Dragoslav Jevric,07/08/1974,Goalkeeper,Retired,07/01/2012,free transfer,07/01/2010
5122,5122,Trabzonspor,Yavuz Odabasi,01/01/1987,Centre-Forward,Retired,,free transfer,10/11/2019
5123,5123,Trabzonspor,Ergin Keles,01/01/1987,Centre-Forward,GMG Kastamonu,08/19/2022,free transfer,09/07/2021
5124,5124,Trabzonspor,Fatih Tekke,09/09/1977,Centre-Forward,Retired,05/22/2012,free transfer,09/05/2011
5125,5125,Trabzonspor,Tomas Jun,01/17/1983,Second Striker,Casino Baden,07/01/2022,-,07/01/2019
5126,5126,Trabzonspor,Ibrahima Yattara,06/03/1980,Right Winger,Y. Civril Bld.,01/23/2022,-,07/01/2015
5127,5127,Trabzonspor,Ali Güzeldal,04/10/1986,Left Winger,Retired,12/11/2014,free transfer,07/18/2014
5128,5128,Trabzonspor,Ardijan Djokaj,05/23/1979,Left Winger,Retired,Titograd,free transfer,01/01/2010
5129,5129,Trabzonspor,Gökdeniz Karadeniz,01/11/1980,Left Winger,Retired,Giresun,€8.70m,03/12/2008
5130,5130,Trabzonspor,Eul-yong Lee,09/08/1975,Left Midfield,Retired,,free transfer,01/01/2009
5131,5131,Trabzonspor,Adem Kocak,09/01/1983,Central Midfield,Retired,07/23/2022,free transfer,01/04/2018
5132,5132,Trabzonspor,Miroslaw Szymkowiak,11/12/1976,Central Midfield,Podgórze K.,07/01/2019,-,10/24/2014
5133,5133,Trabzonspor,Aykut Akgün,09/18/1987,Defensive Midfield,Nilüfer Bld. FK,09/12/2022,-,02/07/2022
5134,5134,Trabzonspor,Hasan Ücüncü,11/16/1980,Defensive Midfield,Retired,07/01/2014,-,09/03/2013
5135,5135,Trabzonspor,Hüseyin Cimsir,05/26/1979,Defensive Midfield,Retired,07/01/2013,-,08/23/2012
5136,5136,Trabzonspor,Ferhat Cökmüs,02/14/1985,Right-Back,Donatim,01/02/2020,-,10/18/2017
5137,5137,Trabzonspor,Feridun Sungur,01/02/1984,Right-Back,Without Club,Trabzon,free transfer,09/18/2018
5138,5138,Trabzonspor,Fatih Akyel,12/26/1977,Right-Back,Retired,07/01/2010,free transfer,02/01/2010
5139,5139,Trabzonspor,Eyüp Kadri Ataoglu,01/10/1987,Left-Back,Retired,,free transfer,01/14/2015
5140,5140,Trabzonspor,Celaleddin Kocak,11/24/1977,Left-Back,Retired,,?,09/01/2009
5141,5141,Trabzonspor,Ufukhan Bayraktar,01/09/1986,,Without Club,08/04/2020,free transfer,01/08/2020
5142,5142,Trabzonspor,Milan Stepanov,04/02/1983,Centre-Back,Retired,11/iSad,free transfer,01/02/2016
5143,5143,Trabzonspor,Fabiano Eller,11/16/1977,Centre-Back,Retired,,End of loan,11/30/2016
5144,5144,Trabzonspor,Tayfun Cora,12/05/1983,Centre-Back,Retired,07/15/2015,-,12/30/2014
5145,5145,Trabzonspor,Erdinc Yavuz,10/04/1978,Centre-Back,Retired,01/28/2015,free transfer,08/25/2014
5146,5146,Trabzonspor,Ahmet Sahin,03/22/1978,Goalkeeper,Retired,,-,01/31/2019
5147,5147,Trabzonspor,Hasan Sönmez,09/27/1976,Goalkeeper,Retired,07/01/2012,-,02/17/2011
5148,5148,Trabzonspor,Tolga Zengin,10/10/1983,Goalkeeper,Retired,Artvin,€2.75m,08/01/2013
5149,5149,Trabzonspor,Jefferson,01/02/1983,Goalkeeper,Retired,12/03/2018,free transfer,07/01/2009
5150,5150,Galatasaray,Özgür Can Özcan,04/10/1988,Centre-Forward,Nevsehir Bld,09/02/2022,?,01/14/2022
5151,5151,Galatasaray,Hakan Sükür,09/01/1971,Centre-Forward,Retired,07/01/2008,free transfer,07/08/2003
5152,5152,Galatasaray,Marek Heinz,08/04/1977,Centre-Forward,Retired,07/01/2016,?,07/01/2015
5153,5153,Galatasaray,Hasan Kabze,05/26/1982,Centre-Forward,Retired,,-,01/30/2017
5154,5154,Galatasaray,Ümit Karan,10/01/1976,Centre-Forward,Retired,08/17/2011,free transfer,07/13/2009
5155,5155,Galatasaray,Necati Ates,01/03/1980,Centre-Forward,Retired,09/09/2016,free transfer,08/21/2015
5156,5156,Galatasaray,Aydin Yilmaz,01/29/1988,Right Winger,Without Club,07/01/2022,free transfer,08/25/2021
5157,5157,Galatasaray,Hasan Sas,08/01/1976,Right Winger,Retired,07/01/2009,€5.00m,07/23/1998
5158,5158,Galatasaray,Mülayim Erdem,01/10/1987,Attacking Midfield,Without Club,Istanbul,free transfer,09/28/2018
5159,5159,Galatasaray,Volkan Arslan,08/29/1978,Central Midfield,Retired,01/03/2012,free transfer,08/11/2011
5160,5160,Galatasaray,Ayhan Akman,02/23/1977,Central Midfield,Retired,07/01/2012,€500Th.,07/16/2001
5161,5161,Galatasaray,Sasa Ilic,12/30/1977,Central Midfield,Retired,07/01/2019,free transfer,01/01/2010
5162,5162,Galatasaray,Mehmet Güven,07/30/1987,Defensive Midfield,Kavakliderespor,09/22/2022,End of loan,06/30/2022
5163,5163,Galatasaray,Cihan Haspolatli,01/04/1980,Defensive Midfield,Retired,07/01/2013,free transfer,07/05/2010
5164,5164,Galatasaray,Alioum Saidou,02/19/1978,Defensive Midfield,Retired,01/20/2011,free transfer,09/01/2010
5165,5165,Galatasaray,Erkan Ferin,03/20/1988,Right-Back,Retired,Istanbul,free transfer,02/18/2017
5166,5166,Galatasaray,Ugur Ucar,04/05/1987,Right-Back,Without Club,,free transfer,08/07/2021
5167,5167,Galatasaray,Sabri Sarioglu,07/26/1984,Right-Back,Retired,07/01/2018,free transfer,07/19/2017
5168,5168,Galatasaray,Ferhat Öztorun,05/08/1987,Left-Back,Pendikspor,07/01/2022,free transfer,09/07/2020
5169,5169,Galatasaray,Ergün Penbe,05/17/1972,Left-Back,Retired,07/01/2008,free transfer,08/31/2007
5170,5170,Galatasaray,Ugur Demirok,07/08/1988,Centre-Back,Eyüpspor,07/01/2022,free transfer,01/15/2021
5171,5171,Galatasaray,Cihan Can,08/01/1986,Centre-Back,Without Club,07/01/2021,?,01/26/2021
5172,5172,Galatasaray,Yalcin Ayhan,05/01/1982,Centre-Back,Retired,09/22/2020,free transfer,01/31/2020
5173,5173,Galatasaray,Suat Usta,08/03/1981,Centre-Back,Retired,Samsun,free transfer,01/07/2013
5174,5174,Galatasaray,Emre Asik,12/13/1973,Centre-Back,Retired,07/01/2010,End of loan,06/30/2008
5175,5175,Galatasaray,Orhan Ak,09/29/1979,Centre-Back,Retired,Sakarya,free transfer,07/01/2013
5176,5176,Galatasaray,Stjepan Tomas,06/03/1976,Centre-Back,Retired,11/25/2010,free transfer,08/06/2010
5177,5177,Galatasaray,Rigobert Song,07/01/1976,Centre-Back,Retired,,free transfer,07/01/2008
5178,5178,Galatasaray,Fevzi Elmas,06/09/1983,Goalkeeper,Retired,Canakkale,free transfer,08/08/2017
5179,5179,Galatasaray,Aykut Ercetin,09/14/1982,Goalkeeper,Retired,07/01/2015,free transfer,08/21/2014
5180,5180,Galatasaray,Faryd Mondragón,06/21/1971,Goalkeeper,Retired,07/05/2014,free transfer,01/01/2012
5181,5181,Besiktas JK,Nail Tilbac,02/15/1987,Centre-Forward,Retired,,free transfer,02/02/2016
5182,5182,Besiktas JK,Bobô,01/09/1985,Centre-Forward,Retired,07/01/2022,free transfer,01/01/2021
5183,5183,Besiktas JK,Ahmet Dursun,01/25/1978,Centre-Forward,Retired,11/01/2018,-,08/31/2018
5184,5184,Besiktas JK,Souleymane Youla,11/29/1981,Centre-Forward,Piliscsaba,07/09/2020,-,07/01/2019
5185,5185,Besiktas JK,Aílton,07/19/1973,Centre-Forward,Retired,01/01/2014,-,07/29/2012
5186,5186,Besiktas JK,Daniel Pancu,08/17/1977,Centre-Forward,Retired,08/14/2018,-,08/01/2017
5187,5187,Besiktas JK,Kenan Özer,08/16/1987,Right Winger,Bodrumspor,07/09/2022,-,05/13/2022
5188,5188,Besiktas JK,Aydin Karabulut,01/25/1988,Right Winger,Without Club,,free transfer,01/29/2021
5189,5189,Besiktas JK,Ibrahim Akin,01/04/1984,Left Winger,Retired,,free transfer,08/31/2016
5190,5190,Besiktas JK,Hakan Albayrak,07/22/1988,Attacking Midfield,Sandiklispor,10/28/2021,-,04/19/2021
5191,5191,Besiktas JK,Sergen Yalcin,11/05/1972,Attacking Midfield,Retired,07/01/2008,free transfer,07/16/2007
5192,5192,Besiktas JK,Tümer Metin,10/14/1974,Attacking Midfield,Retired,01/01/2012,free transfer,07/01/2011
5193,5193,Besiktas JK,Ahmed Hassan,05/02/1975,Attacking Midfield,Retired,,free transfer,07/01/2011
5194,5194,Besiktas JK,Riza Sen,03/08/1986,,Without Club,,free transfer,09/30/2020
5195,5195,Besiktas JK,Okan Buruk,10/19/1973,Right Midfield,Retired,07/01/2010,free transfer,07/07/2008
5196,5196,Besiktas JK,Ali Günes,11/23/1978,Central Midfield,FC Furtwangen,07/11/2019,-,07/01/2018
5197,5197,Besiktas JK,Kléberson,06/19/1979,Central Midfield,Retired,,free transfer,01/04/2016
5198,5198,Besiktas JK,Tayfur Havutcu,04/23/1970,Defensive Midfield,Retired,07/17/2006,free transfer,07/09/1997
5199,5199,Besiktas JK,Koray Avci,05/19/1978,Defensive Midfield,Retired,,free transfer,08/05/2011
5200,5200,Besiktas JK,Ali Tandogan,12/25/1977,Right-Back,Retired,07/01/2015,free transfer,01/13/2015
5201,5201,Besiktas JK,Ibrahim Üzülmez,03/10/1974,Left-Back,Retired,07/05/2011,-,03/17/2011
5202,5202,Besiktas JK,Emre Özkan,12/24/1988,Centre-Back,Without Club,Istanbul,free transfer,09/08/2021
5203,5203,Besiktas JK,Mehmet Sedef,08/05/1987,Centre-Back,Retired,,-,07/01/2021
5204,5204,Besiktas JK,Cagdas Atan,02/28/1980,Centre-Back,Retired,,free transfer,02/02/2015
5205,5205,Besiktas JK,Gökhan Zan,09/07/1981,Centre-Back,Retired,07/01/2015,free transfer,07/01/2009
5206,5206,Besiktas JK,Mustafa Dogan,01/01/1976,Centre-Back,Retired,01/01/2008,-,11/14/2007
5207,5207,Besiktas JK,Ibrahim Toraman,11/20/1981,Centre-Back,Retired,07/01/2015,End of loan,06/30/2015
5208,5208,Besiktas JK,Altay Kartal,02/15/1988,,Erdemli Bld,09/12/2019,free transfer,02/13/2019
5209,5209,Besiktas JK,Volkan Ünlü,07/08/1983,Goalkeeper,Retired,Gelsenkirchen,-,07/01/2013
5210,5210,Besiktas JK,Murat Sahin,02/04/1976,Goalkeeper,Retired,,free transfer,09/05/2011
5211,5211,Besiktas JK,Óscar Córdoba,02/03/1970,Goalkeeper,Retired,01/01/2010,?,07/01/2008
5212,5212,Fenerbahce,Semih Sentürk,04/29/1983,Centre-Forward,Retired,09/08/2018,-,07/01/2018
5213,5213,Fenerbahce,Mert Nobre,11/06/1980,Centre-Forward,Retired,07/01/2019,free transfer,07/24/2018
5214,5214,Fenerbahce,Nicolas Anelka,03/14/1979,Centre-Forward,Retired,01/01/2016,-,07/03/2015
5215,5215,Fenerbahce,Olcan Adin,09/30/1985,Right Winger,Retired,,-,12/20/2018
5216,5216,Fenerbahce,Mehmet Yozgatli,01/09/1979,Right Winger,Retired,,?,01/07/2011
5217,5217,Fenerbahce,Tuncay Sanli,01/16/1982,Left Winger,Retired,01/01/2016,free transfer,08/10/2015
5218,5218,Fenerbahce,Alex,09/14/1977,Attacking Midfield,Retired,01/01/2015,free transfer,10/18/2012
5219,5219,Fenerbahce,Gürhan Gürsoy,09/24/1987,Left Midfield,Retired,Kardzhali,?,01/31/2017
5220,5220,Fenerbahce,Kemal Aslan,10/24/1981,Central Midfield,Retired,Gaziantep,free transfer,09/05/2011
5221,5221,Fenerbahce,Selcuk Sahin,01/31/1981,Defensive Midfield,Retired,09/28/2020,free transfer,09/02/2019
5222,5222,Fenerbahce,Mehmet Aurélio,12/15/1977,Defensive Midfield,Retired,05/01/2013,-,03/01/2013
5223,5223,Fenerbahce,Stephen Appiah,12/24/1980,Defensive Midfield,Retired,,-,01/01/2012
5224,5224,Fenerbahce,Kerim Zengin,04/13/1985,Right-Back,Retired,05/10/2018,-,08/06/2015
5225,5225,Fenerbahce,Serkan Balci,08/22/1983,Right-Back,Retired,07/01/2019,free transfer,07/24/2017
5226,5226,Fenerbahce,Mahmut Hanefi Erdogdu,06/01/1983,Left-Back,Retired,,free transfer,01/22/2010
5227,5227,Fenerbahce,Ümit Özat,10/30/1976,Left-Back,Retired,03/14/2009,free transfer,07/01/2007
5228,5228,Fenerbahce,Deniz Baris,07/02/1977,Centre-Back,Retired,07/01/2014,free transfer,07/01/2010
5229,5229,Fenerbahce,Can Arat,01/21/1984,Centre-Back,Retired,07/01/2017,free transfer,01/10/2017
5230,5230,Fenerbahce,Önder Turaci,07/14/1981,Centre-Back,Retired,07/01/2017,free transfer,08/31/2016
5231,5231,Fenerbahce,Servet Cetin,03/17/1981,Centre-Back,Retired,07/01/2016,-,02/19/2016
5232,5232,Fenerbahce,Fabio Luciano,04/29/1975,Centre-Back,Retired,05/01/2009,?,07/01/2007
5233,5233,Fenerbahce,Serdar Kulbilge,07/07/1980,Goalkeeper,Retired,Tekirdag,-,04/06/2018
5234,5234,Fenerbahce,Volkan Demirel,10/27/1981,Goalkeeper,Retired,09/02/2019,free transfer,08/06/2002
5235,5235,Fenerbahce,Rüstü Recber,05/10/1973,Goalkeeper,Retired,07/01/2012,free transfer,07/24/2007
5236,5236,Zakarpattia Uzhgorod,Igor Prodan,02/29/1976,Centre-Forward,Retired,,-,08/27/2019
5237,5237,Zakarpattia Uzhgorod,Vyacheslav Tereshchenko,01/16/1977,Centre-Forward,Retired,01/01/2007,free transfer,07/01/2006
5238,5238,Zakarpattia Uzhgorod,Sergiy Ryzhykh,09/12/1979,Centre-Forward,Retired,01/01/2011,?,08/01/2010
5239,5239,Zakarpattia Uzhgorod,Oleksandr Pyshchur,01/26/1981,Centre-Forward,Retired,11/03/2017,-,09/25/2017
5240,5240,Zakarpattia Uzhgorod,Mykhaylo Kopolovets,01/29/1984,Left Winger,Retired,04/04/2021,-,02/12/2021
5241,5241,Zakarpattia Uzhgorod,Oleksandr Grebenozhko,11/04/1976,attack,Retired,,free transfer,01/01/2008
5242,5242,Zakarpattia Uzhgorod,Oleksandr Buryi,06/16/1983,,Retired,01/01/2011,free transfer,05/01/2010
5243,5243,Zakarpattia Uzhgorod,Igor Joksimovic,08/16/1980,attack,Retired,,free transfer,07/01/2011
5244,5244,Zakarpattia Uzhgorod,Oleksandr Pikhur,08/25/1982,Attacking Midfield,Retired,,,
5245,5245,Zakarpattia Uzhgorod,Eddy Dombraye,11/11/1979,Attacking Midfield,Retired,,-,05/01/2009
5246,5246,Zakarpattia Uzhgorod,Artem Yevlanov,06/18/1984,Right Midfield,Unknown,,free transfer,04/30/2014
5247,5247,Zakarpattia Uzhgorod,Denys Smirnov,06/18/1975,Central Midfield,Retired,,?,01/01/2006
5248,5248,Zakarpattia Uzhgorod,Sergiy Rozhok,04/25/1985,Central Midfield,Shturm Ivankiv,08/13/2022,free transfer,01/01/2019
5249,5249,Zakarpattia Uzhgorod,Vladyslav Mykulyak,08/30/1984,Central Midfield,Without Club,07/01/2022,free transfer,08/27/2021
5250,5250,Zakarpattia Uzhgorod,Vasyl Kaminsky,02/09/1985,,Retired,07/01/2019,?,08/31/2018
5251,5251,Zakarpattia Uzhgorod,Yuriy Dudnyk,09/26/1968,midfield,Retired,01/01/2008,?,01/01/2007
5252,5252,Zakarpattia Uzhgorod,Vadym Zayats,06/01/1974,midfield,Retired,07/01/2009,free transfer,01/01/2006
5253,5253,Zakarpattia Uzhgorod,Oleksandr Malitskyi,03/31/1978,midfield,Retired,,free transfer,04/15/2011
5254,5254,Zakarpattia Uzhgorod,Volodymyr Kravchenko,02/24/1981,midfield,Retired,07/01/2010,-,07/01/2009
5255,5255,Zakarpattia Uzhgorod,Andriy Sapuga,10/04/1976,Right-Back,Retired,01/01/2009,free transfer,07/01/2008
5256,5256,Zakarpattia Uzhgorod,Vasyl Kobin,05/24/1985,Right-Back,Retired,,-,01/22/2019
5257,5257,Zakarpattia Uzhgorod,Taras Ilnytskyi,03/04/1983,Right-Back,Retired,,-,04/01/2013
5258,5258,Zakarpattia Uzhgorod,Anatoliy Kitsuta,12/22/1985,Left-Back,Retired,,?,08/01/2019
5259,5259,Zakarpattia Uzhgorod,Denys Golaydo,06/03/1984,Left-Back,Retired,07/18/2017,free transfer,08/20/2015
5260,5260,Zakarpattia Uzhgorod,Oleksandr Antonyuk,01/29/1979,Left-Back,Retired,07/01/2018,-,01/01/2016
5261,5261,Zakarpattia Uzhgorod,Alexei Savinov,04/19/1979,Centre-Back,Retired,,free transfer,03/18/2014
5262,5262,Zakarpattia Uzhgorod,Igor Chuchman,02/15/1985,Centre-Back,Retired,01/01/2015,free transfer,02/12/2013
5263,5263,Zakarpattia Uzhgorod,Taras Mykhalyk,10/28/1983,Centre-Back,Retired,07/01/2021,free transfer,08/16/2020
5264,5264,Zakarpattia Uzhgorod,Yevgeniy Lozinskyi,02/07/1982,Centre-Back,Retired,07/01/2013,-,02/01/2013
5265,5265,Zakarpattia Uzhgorod,Sergiy Seleznyov,02/17/1975,Defender,Retired,07/01/2009,?,07/01/2007
5266,5266,Zakarpattia Uzhgorod,Mykhaylo Gurka,11/21/1975,Defender,Retired,,free transfer,10/16/2020
5267,5267,Zakarpattia Uzhgorod,Volodymyr Ovsienko,10/30/1978,Goalkeeper,Retired,,free transfer,01/01/2020
5268,5268,Zakarpattia Uzhgorod,Rustam Khudzhamov,10/05/1982,Goalkeeper,Retired,04/01/2020,?,03/02/2016
5269,5269,Zakarpattia Uzhgorod,Oleksandr Nad,09/02/1985,Goalkeeper,Nyíregyháza,01/25/2022,-,07/01/2021
5270,5270,Zakarpattia Uzhgorod,Marian Marushchak,05/10/1979,Goalkeeper,Retired,,?,03/02/2011
5271,5271,Zakarpattia Uzhgorod,Sergey Velichko,08/09/1976,Goalkeeper,Retired,06/05/2016,-,08/01/2015
5272,5272,Zakarpattia Uzhgorod,Dmytro Babenko,06/28/1978,Goalkeeper,Retired,07/01/2019,-,07/01/2017
5273,5273,Illichivets Mariupol,Ruslan Levyga,01/31/1983,Centre-Forward,Retired,,free transfer,05/17/2017
5274,5274,Illichivets Mariupol,Kostyantyn Babych,05/06/1975,Centre-Forward,Retired,10/01/2009,free transfer,03/01/2009
5275,5275,Illichivets Mariupol,Eduard Tsykhmeystruk,06/24/1973,Left Winger,Retired,01/01/2019,free transfer,04/02/2018
